pira,nettfa,p401k,e401k,inc,incsq,marr,male,age,agesq,fsize
0,3.484,0,0,25.29,639.5842,1,0,38,1444,5
0,0,0,0,11.85,140.4225,1,0,34,1156,3
0,-2.3,0,1,36.384,1323.795,1,0,37,1369,3
1,139.998,1,1,45.75,2093.063,1,0,61,3721,2
0,30.34,1,1,26.316,692.5319,0,0,41,1681,3
0,0,0,0,12.75,162.5625,0,1,32,1024,1
0,8,1,1,17.88,319.6944,0,0,44,1936,1
0,-2.2,0,0,23.937,572.98,0,0,38,1444,3
0,3.199,0,0,36.39,1324.232,1,0,46,2116,4
0,-2.43,0,0,14.328,205.2916,1,0,48,2304,3
0,-2.948,0,0,20.712,428.9869,1,0,32,1024,4
0,0.5,0,0,30.6,936.36,1,0,27,729,4
0,-6.072,0,0,39.957,1596.562,1,0,30,900,4
0,0,0,0,39.9,1592.01,1,0,34,1156,5
0,1.574,1,1,33.345,1111.889,1,0,38,1444,4
0,-0.79,0,1,28.041,786.2977,0,0,53,2809,1
1,21.199,0,0,17.07,291.3849,1,0,58,3364,4
0,7.989,1,1,19.878,395.1349,1,0,58,3364,3
0,6.8,0,0,20.508,420.578,1,0,25,625,3
1,169.1,1,1,109.653,12023.78,1,0,44,1936,4
0,6.975,1,1,62.475,3903.125,1,0,26,676,2
1,46.8,0,0,24.804,615.2385,0,0,58,3364,2
0,5.552,1,1,41.1,1689.21,1,0,45,2025,2
0,0.7,0,1,62.136,3860.883,1,0,40,1600,5
0,1.035,0,0,30.6,936.36,0,0,46,2116,3
0,2.75,1,1,28.8,829.4399,1,0,36,1296,4
0,-0.83,0,0,29.445,867.008,1,0,37,1369,4
0,-3.8,0,0,53.46,2857.971,1,0,36,1296,3
0,-0.075,0,0,27.972,782.4328,0,1,55,3025,1
1,21.671,1,1,35.412,1254.01,1,0,34,1156,2
0,-1.6,0,0,31.605,998.876,0,0,60,3600,1
0,8.199,0,0,24.612,605.7505,0,1,33,1089,5
0,-0.25,0,0,20.676,427.497,1,0,37,1369,3
0,33.999,1,1,22.8,519.84,0,0,41,1681,4
0,0,0,0,39.174,1534.602,0,1,63,3969,1
0,0.005,0,0,10.2,104.04,0,1,31,961,1
0,5.02,0,0,10.98,120.5604,0,0,43,1849,3
0,31.5,1,1,32.637,1065.174,0,0,46,2116,1
0,108.7,0,0,49.2,2420.64,0,1,46,2116,1
0,7.47,1,1,62.856,3950.877,1,0,43,1849,4
0,13.6,0,0,17.16,294.4656,0,0,30,900,1
0,27.196,0,0,49.509,2451.141,0,0,57,3249,1
1,13.515,1,1,41.184,1696.122,1,0,52,2704,2
0,0.749,0,0,34.185,1168.614,0,1,53,2809,1
1,32.3,1,1,78.18,6112.112,1,0,43,1849,5
1,8.4,0,0,78.396,6145.934,1,0,38,1444,4
0,13.8,1,1,34.494,1189.836,1,0,26,676,2
0,0.2,0,0,12.9,166.41,0,1,41,1681,1
0,1.5,0,0,16.29,265.3641,0,0,33,1089,1
0,-8.675,0,0,28.8,829.4399,1,0,25,625,2
0,29.7,0,0,17.4,302.76,1,0,45,2025,3
1,48.95,0,0,48.3,2332.89,0,0,43,1849,1
1,70.498,1,1,63.333,4011.069,1,0,42,1764,4
0,105.798,1,1,104.19,10855.56,1,1,36,1296,4
0,-10.1,0,1,31.242,976.0626,1,0,35,1225,3
0,-18.7,0,0,27.15,737.1225,0,0,47,2209,3
0,2.5,0,0,18.639,347.4123,0,0,30,900,2
1,4.626,1,1,12.444,154.8531,1,0,39,1521,2
0,3.728,1,1,32.973,1087.219,0,0,52,2704,1
0,3.049,0,1,16.614,276.025,0,0,39,1521,8
1,57.5,0,0,85.08,7238.607,1,0,64,4096,2
0,-5.5,0,0,25.527,651.6277,1,0,27,729,4
0,5.199,0,1,90.3,8154.09,1,0,46,2116,3
0,13.1,0,0,13.296,176.7836,0,0,54,2916,1
1,1.95,0,0,34.608,1197.714,1,1,46,2116,3
0,11.009,1,1,20.943,438.6093,0,1,45,2025,2
0,6.848,0,0,32.817,1076.956,1,0,64,4096,2
0,63.779,1,1,77.76,6046.618,1,1,33,1089,2
1,61.567,1,1,46.071,2122.537,1,0,60,3600,3
1,77.875,1,1,66.987,4487.258,1,0,58,3364,2
1,90.531,0,0,35.73,1276.633,1,0,64,4096,2
0,-0.268,1,1,20.028,401.1208,0,0,41,1681,2
1,33.3,1,1,41.574,1728.398,1,0,35,1225,2
0,39.197,1,1,44.466,1977.225,1,0,33,1089,5
0,0.201,1,1,16.065,258.0842,0,0,34,1156,3
0,17.15,1,1,38.481,1480.787,1,0,36,1296,4
0,-0.057,0,0,18.144,329.2047,1,0,28,784,5
0,0.66,0,1,21.582,465.7827,1,0,30,900,5
0,0.73,1,1,13.59,184.6881,0,1,29,841,1
0,16.5,1,1,13.653,186.4044,0,0,55,3025,2
1,5.098,0,0,15.993,255.776,1,0,63,3969,2
1,208.842,0,0,32.628,1064.586,1,0,37,1369,3
0,-0.28,1,1,24.138,582.6431,1,0,33,1089,4
1,41.9,0,0,22.32,498.1824,0,0,61,3721,1
1,2.565,1,1,21.366,456.5059,1,0,36,1296,3
1,21.011,1,1,29.046,843.6701,0,0,53,2809,1
1,21,0,1,34.986,1224.02,0,1,45,2025,1
0,-0.382,1,1,47.64,2269.57,1,0,49,2401,3
0,4.199,0,0,21.102,445.2944,1,0,64,4096,2
1,25.654,1,1,26.781,717.222,0,0,37,1369,1
1,38.4,0,0,54.21,2938.724,1,1,41,1681,3
0,37.599,1,1,55.503,3080.583,1,0,56,3136,3
0,1.799,0,0,13.506,182.412,0,0,25,625,1
0,10.25,1,1,22.32,498.1824,1,0,30,900,4
1,47.28,0,0,36.198,1310.295,1,0,55,3025,3
0,1.243,0,1,27.048,731.5943,1,0,43,1849,4
1,42.711,1,1,54.081,2924.755,1,0,38,1444,4
1,78.6,1,1,63.045,3974.672,1,0,57,3249,2
0,-2.35,0,0,12.522,156.8005,1,0,39,1521,5
0,25.999,1,1,30.765,946.4852,0,0,53,2809,1
0,2.976,1,1,38.454,1478.71,1,0,30,900,4
0,-59.97,0,0,13.5,182.25,0,1,42,1764,1
0,-19,0,1,22.695,515.063,0,0,26,676,1
0,-0.095,0,0,13.509,182.4931,1,0,34,1156,7
0,20.57,1,1,13.065,170.6942,0,0,43,1849,1
0,-0.964,0,0,27.429,752.3501,1,0,48,2304,2
0,1.849,0,0,33.138,1098.127,0,0,42,1764,1
0,-3.12,1,1,34.8,1211.04,1,0,25,625,2
1,76.84,0,0,52.854,2793.545,1,0,61,3721,2
0,33.91,1,1,82.035,6729.742,1,0,42,1764,5
0,63.595,1,1,50.646,2565.017,1,0,54,2916,3
1,28.4,1,1,70.26,4936.468,1,1,32,1024,3
0,2.3,1,1,34.308,1177.039,1,0,33,1089,4
0,17.7,0,0,71.757,5149.067,1,0,55,3025,4
1,42.399,1,1,75.861,5754.891,1,0,31,961,3
1,35.499,0,0,77.781,6049.884,1,0,27,729,2
1,102.132,1,1,82.971,6884.187,1,0,53,2809,2
0,-1.851,0,0,28.203,795.4092,1,1,33,1089,4
0,106,1,1,77.28,5972.198,0,1,57,3249,2
0,1,0,0,52.02,2706.081,1,0,37,1369,4
0,4.509,1,1,70.668,4993.966,1,0,45,2025,6
1,33.399,1,1,87.54,7663.252,1,0,32,1024,3
1,12.999,0,1,18.144,329.2047,0,0,54,2916,3
0,1.5,0,0,57.132,3264.065,0,0,50,2500,2
0,0.9,0,0,17.82,317.5524,1,0,36,1296,4
0,4.9,1,1,18.315,335.4392,0,0,29,841,1
1,2.329,0,1,26.844,720.6003,1,0,44,1936,2
1,1089.619,0,0,135.405,18334.51,1,0,38,1444,3
0,-1.7,0,0,42.393,1797.167,1,0,35,1225,4
0,-0.4,0,1,31.386,985.081,0,0,53,2809,3
0,-3.4,0,0,22.11,488.8521,1,0,35,1225,4
0,5.315,1,1,75.402,5685.461,1,0,40,1600,2
1,387.836,1,1,169.962,28887.08,1,0,29,841,2
1,102.8,1,1,88.698,7867.335,1,0,40,1600,5
1,11.946,0,0,68.457,4686.361,1,0,45,2025,5
1,-1.062,0,0,59.652,3558.361,1,0,29,841,3
0,-2.95,0,1,37.815,1429.974,0,1,39,1521,1
0,0.098,0,0,39.468,1557.723,1,0,37,1369,3
0,15.627,1,1,58.881,3466.972,1,0,34,1156,5
0,8,1,1,54.735,2995.92,1,1,43,1849,3
1,8.499,0,0,35.118,1233.274,1,0,34,1156,7
0,0,0,1,10.827,117.2239,0,0,26,676,2
1,4.599,0,0,47.643,2269.856,1,0,37,1369,3
1,8.616,0,0,18.633,347.1887,0,0,35,1225,2
0,1.56,0,1,16.395,268.7961,0,1,35,1225,1
0,4,1,1,23.319,543.7758,0,0,49,2401,5
0,0.45,0,0,48.615,2363.418,1,0,35,1225,4
0,2.475,1,1,13.503,182.331,0,0,30,900,2
0,0,0,0,11.22,125.8884,0,0,31,961,1
0,-0.13,0,1,43.689,1908.729,1,0,35,1225,4
0,4.151,1,1,36.447,1328.384,0,0,30,900,1
0,21.625,0,0,46.89,2198.672,1,0,27,729,3
0,-24.557,0,1,38.16,1456.186,1,0,26,676,4
0,-1,0,0,18.819,354.1548,0,1,31,961,1
0,-1.801,0,1,31.971,1022.145,1,0,31,961,4
0,0.34,0,0,29.133,848.7316,1,0,30,900,4
0,-4.4,0,0,46.071,2122.537,1,0,45,2025,4
0,6.425,1,1,58.548,3427.868,1,0,47,2209,3
0,35,0,0,38.874,1511.188,0,1,27,729,1
1,110,0,1,27.945,780.923,0,0,56,3136,2
0,-5,0,0,23.97,574.5609,1,0,30,900,4
0,5.3,1,1,38.4,1474.56,1,0,38,1444,4
1,42.155,1,1,65.583,4301.13,1,0,49,2401,4
0,2.149,0,0,12.915,166.7972,0,0,40,1600,4
1,8.675,0,0,55.23,3050.353,1,0,44,1936,3
0,-2,0,1,20.4,416.16,1,0,46,2116,3
0,0.7,0,0,25.614,656.077,0,0,29,841,1
1,5.866,1,1,20.922,437.7301,0,0,31,961,1
0,15.7,1,1,42.975,1846.85,1,0,39,1521,2
1,97.759,0,0,68.085,4635.567,1,0,46,2116,2
0,42,1,1,21.3,453.69,1,0,36,1296,6
0,2.7,0,0,41.919,1757.202,1,0,58,3364,2
0,-2.5,0,0,10.2,104.04,1,0,33,1089,10
0,0.2,0,0,24,576,1,0,51,2601,2
1,24.993,0,0,41.358,1710.484,1,0,37,1369,5
0,0,0,0,27.675,765.9056,0,0,37,1369,1
0,-14.361,0,0,52.185,2723.274,1,0,31,961,4
0,-0.3,0,0,26.316,692.5319,1,1,47,2209,5
0,0.5,0,0,28.05,786.8024,1,0,38,1444,4
0,17.45,1,1,28.74,825.9876,1,0,34,1156,6
0,0.699,0,0,64.176,4118.559,1,0,42,1764,4
0,30.499,0,0,46.431,2155.838,0,1,26,676,1
0,-6.45,0,1,37.812,1429.747,1,1,29,841,4
0,9.034,1,1,17.592,309.4784,0,1,39,1521,1
0,0.42,0,0,16.38,268.3044,1,0,32,1024,5
1,39.411,0,0,104.46,10911.89,1,0,44,1936,4
0,0,0,0,12.597,158.6844,0,0,40,1600,1
0,9.998,0,0,40.47,1637.821,1,0,33,1089,3
1,3.299,0,0,47.823,2287.04,0,0,33,1089,1
0,-4.933,1,1,40.647,1652.179,1,0,27,729,2
0,22.899,1,1,49.134,2414.15,1,0,41,1681,5
0,-4.22,0,0,31.848,1014.295,1,0,39,1521,4
0,0.006,0,0,22.8,519.84,1,0,40,1600,5
1,56.698,0,1,44.133,1947.722,1,0,42,1764,4
0,-5.265,0,0,15.759,248.3461,0,0,39,1521,2
0,-0.875,0,0,23.892,570.8277,1,0,43,1849,6
0,7.58,0,1,19.167,367.3739,0,0,49,2401,1
0,-1.011,0,0,10.206,104.1624,1,0,25,625,3
0,41.6,1,1,18.24,332.6976,0,0,41,1681,3
0,0.314,0,1,50.304,2530.492,1,0,44,1936,3
1,58.11,1,1,63.63,4048.777,0,1,53,2809,1
0,-0.17,0,0,12.138,147.331,0,0,31,961,2
0,-2.76,1,1,24.192,585.2528,1,1,26,676,3
0,0.1,0,0,11.82,139.7124,0,0,30,900,3
1,-0.124,1,1,41.292,1705.029,1,0,45,2025,5
0,0.599,0,0,47.937,2297.956,1,0,39,1521,4
0,6,0,0,23.364,545.8765,1,0,51,2601,2
1,31.379,0,0,48.069,2310.629,1,0,43,1849,4
0,0.618,0,0,12.24,149.8176,0,1,34,1156,1
0,-0.1,0,0,10.35,107.1225,0,0,31,961,2
0,0.2,0,0,21.399,457.9172,0,1,32,1024,1
0,3.41,1,1,24.486,599.5642,1,0,37,1369,5
0,6.03,0,0,16.452,270.6683,1,0,33,1089,1
0,-0.7,0,0,43.233,1869.092,1,0,35,1225,4
1,1.3,0,0,55.374,3066.28,1,0,35,1225,3
1,64.954,1,1,43.179,1864.426,0,1,45,2025,1
0,-3.798,0,0,26.319,692.6898,1,0,35,1225,3
0,-0.37,0,0,57.513,3307.745,1,0,46,2116,4
0,21.589,1,1,25.56,653.3136,0,0,59,3481,1
0,1.299,1,1,51.798,2683.033,1,0,42,1764,4
0,0,0,0,25.245,637.3101,0,1,43,1849,1
1,3.3,0,0,29.232,854.5098,0,0,39,1521,1
1,39.499,0,0,12.294,151.1424,1,0,63,3969,2
0,0.025,0,0,11.352,128.8679,0,0,28,784,1
0,-1.8,0,0,19.44,377.9136,0,0,57,3249,5
0,-2.905,0,0,17.238,297.1487,0,0,31,961,3
1,11.675,0,0,16.845,283.754,0,0,62,3844,1
0,-9.362,0,0,39.948,1595.843,1,0,30,900,3
0,5.269,0,1,29.013,841.7542,0,0,49,2401,3
0,-8.7,0,0,61.83,3822.949,1,0,45,2025,3
0,0.75,0,0,47.124,2220.671,0,1,30,900,1
0,-2.21,0,0,21.3,453.69,1,0,28,784,3
0,14.1,1,1,37.986,1442.936,1,0,48,2304,3
0,-1.301,0,0,47.184,2226.33,1,0,40,1600,3
0,-11.7,0,0,56.529,3195.528,1,0,37,1369,2
0,10.733,1,1,44.661,1994.605,1,0,34,1156,5
0,-1.49,0,0,34.443,1186.32,1,0,30,900,4
0,0.6,0,0,17.874,319.4799,0,1,49,2401,2
0,18.999,0,0,27.6,761.76,0,0,55,3025,3
0,0,0,0,19.176,367.719,1,0,61,3721,4
0,0.95,0,0,34.704,1204.368,1,0,27,729,5
0,6,1,1,40.329,1626.428,1,0,52,2704,2
0,9.199,0,1,67.5,4556.25,1,0,40,1600,5
0,0.05,0,0,10.2,104.04,0,1,28,784,1
0,-2.61,0,0,38.76,1502.338,1,0,40,1600,5
0,4.2,1,1,44.76,2003.457,1,0,42,1764,3
0,104.5,0,0,36.489,1331.447,1,0,42,1764,3
0,49.5,1,1,83.61,6990.632,1,0,52,2704,4
0,8.55,1,1,20.025,401.0006,0,0,29,841,2
0,-3.175,0,0,56.133,3150.914,1,0,43,1849,4
0,0.345,0,0,25.758,663.4745,1,0,44,1936,3
0,-2,0,0,40.389,1631.271,1,0,30,900,5
0,0,0,0,10.2,104.04,0,1,30,900,1
0,53.539,1,1,35.136,1234.539,1,0,36,1296,4
0,4.42,1,1,50.367,2536.835,1,0,29,841,4
0,-3.67,0,0,31.221,974.7509,0,0,41,1681,2
1,7.3,0,0,12.114,146.749,0,1,25,625,1
0,-1.645,1,1,14.076,198.1338,1,0,35,1225,4
1,37.279,0,0,65.82,4332.272,1,0,43,1849,2
0,-4.925,0,0,10.185,103.7342,1,0,36,1296,5
0,-7.6,0,0,13.824,191.103,0,0,36,1296,1
0,-3.05,0,0,29.076,845.4138,1,0,42,1764,3
0,-9.72,0,0,40.467,1637.578,0,1,41,1681,2
0,16.201,1,1,39.396,1552.045,0,0,29,841,1
0,-0.851,0,1,33.615,1129.968,0,0,40,1600,4
1,26,0,0,54.192,2936.773,1,0,61,3721,2
0,-0.5,0,0,25.815,666.4142,0,1,26,676,1
0,0.836,1,1,39.027,1523.107,1,1,33,1089,3
0,0,0,0,20.928,437.9812,0,1,41,1681,1
0,9.298,0,1,14.643,214.4174,0,1,30,900,1
0,79.7,1,1,69,4761,1,0,43,1849,2
0,18.899,0,0,21.702,470.9768,0,0,35,1225,2
0,4,1,1,29.25,855.5625,1,0,45,2025,4
0,1.4,0,0,25.548,652.7003,0,0,63,3969,4
0,5.5,0,0,33.75,1139.063,1,0,50,2500,2
1,42.817,1,1,31.221,974.7509,0,0,30,900,1
1,25.618,0,0,40.854,1669.049,1,0,59,3481,2
0,0,0,0,48,2304,0,1,41,1681,1
0,0,0,0,16.5,272.25,1,0,51,2601,5
0,-1.3,0,0,38.205,1459.622,1,0,40,1600,6
0,-4.39,0,0,40.83,1667.089,1,0,27,729,3
0,-5.25,0,0,49.656,2465.718,1,0,48,2304,3
0,24.5,1,1,60.741,3689.469,1,0,53,2809,3
1,20.3,0,0,55.218,3049.027,1,1,53,2809,2
0,-0.31,1,1,29.637,878.3517,1,0,31,961,3
0,0.049,0,0,11.733,137.6633,1,0,25,625,2
1,30.626,1,1,36.243,1313.555,1,0,38,1444,6
1,161,1,1,66.24,4387.737,1,0,62,3844,2
1,88.9,0,0,83.301,6939.057,1,0,61,3721,2
0,-3.75,0,1,28.845,832.034,1,1,42,1764,2
1,0.5,1,1,63.894,4082.443,1,0,43,1849,2
0,-1.25,0,0,45.78,2095.808,1,1,32,1024,3
1,129.011,1,1,56.802,3226.467,1,0,44,1936,4
0,14.5,0,0,14.85,220.5225,0,0,29,841,2
1,4,0,0,30.3,918.09,1,0,27,729,4
0,0,0,1,38.64,1493.05,0,1,34,1156,1
1,158.206,0,0,40.827,1666.844,1,0,53,2809,4
0,0,0,0,31.089,966.5259,1,0,27,729,4
0,-1.2,0,0,16.386,268.501,1,1,31,961,3
1,25.8,1,1,95.58,9135.537,1,0,46,2116,2
0,-20.509,0,0,30.021,901.2604,1,0,39,1521,4
0,4.8,1,1,36.156,1307.256,0,1,44,1936,1
1,28.9,1,1,52.572,2763.815,1,1,35,1225,2
0,1.214,1,1,30.6,936.36,1,0,49,2401,5
0,0.465,0,0,15.003,225.09,0,0,37,1369,1
1,2.51,0,0,38.34,1469.956,1,0,37,1369,5
0,-0.8,0,0,13.506,182.412,0,0,25,625,2
1,10.055,0,0,41.757,1743.647,1,0,34,1156,4
1,9.5,1,1,31.623,1000.014,0,0,33,1089,1
0,20,0,0,33.36,1112.89,0,0,25,625,7
0,3.199,0,0,26.985,728.1902,1,0,42,1764,4
0,-2.9,0,1,59.469,3536.562,1,0,38,1444,3
0,-14.7,0,1,48.78,2379.488,1,0,40,1600,2
0,7.526,1,1,89.451,8001.481,1,0,37,1369,3
1,3.399,0,0,15.645,244.766,0,1,36,1296,1
0,0,0,0,30.6,936.36,1,1,38,1444,1
1,49.7,0,0,54.6,2981.16,0,0,52,2704,4
1,30.725,1,1,34.701,1204.159,0,1,48,2304,2
1,150.499,1,1,45.27,2049.373,1,0,53,2809,2
0,0,0,0,10.2,104.04,0,0,44,1936,3
0,-8.3,0,0,17.952,322.2743,0,0,42,1764,3
0,-0.65,0,0,19.209,368.9857,0,0,40,1600,2
1,45.418,1,1,45.702,2088.673,1,0,48,2304,4
1,2.075,0,1,58.689,3444.399,1,0,32,1024,5
1,100.8,0,1,57,3249,1,0,37,1369,3
1,-11.65,0,0,59.172,3501.326,1,0,33,1089,5
1,114,1,1,156.036,24347.23,1,0,53,2809,3
0,36.8,1,1,57.603,3318.106,0,1,54,2916,1
0,-1.26,1,1,50.157,2515.725,1,0,46,2116,3
1,15.474,1,1,107.823,11625.8,1,0,46,2116,4
0,0,0,0,24.795,614.7921,1,0,38,1444,3
1,42.939,1,1,72.6,5270.76,1,0,47,2209,2
0,-1.4,0,1,35.7,1274.49,1,0,33,1089,6
0,7,0,0,76.05,5783.603,1,0,33,1089,4
1,170,0,0,102.744,10556.33,1,0,62,3844,3
0,-9.6,0,0,15.141,229.2499,1,0,47,2209,2
0,7.485,1,1,31.416,986.9651,1,0,37,1369,5
0,60.015,0,0,26.55,704.9025,1,0,37,1369,2
0,-1.1,0,1,19.539,381.7725,0,0,54,2916,1
1,1.9,0,1,31.83,1013.149,0,0,32,1024,1
0,10.799,1,1,100.002,10000.4,0,1,50,2500,1
0,5.581,1,1,45.87,2104.057,1,0,38,1444,2
0,15.799,1,1,75.045,5631.752,1,0,32,1024,4
1,38.355,1,1,74.556,5558.597,1,0,35,1225,2
0,0,0,0,69.12,4777.575,1,0,40,1600,7
0,4.1,0,1,70.692,4997.359,1,0,38,1444,3
0,132.1,1,1,103.08,10625.49,1,0,43,1849,3
0,-5,0,0,51.489,2651.117,1,0,58,3364,2
0,8.884,1,1,45.6,2079.36,1,0,48,2304,3
0,7.492,0,0,77.628,6026.106,1,0,35,1225,2
0,-4.27,1,1,40.488,1639.278,1,0,38,1444,4
0,0.8,0,0,24.654,607.8197,0,1,54,2916,2
0,2.182,1,1,20.964,439.4893,0,0,30,900,4
0,0,0,0,41.04,1684.282,0,1,41,1681,1
1,7.36,0,0,30.417,925.1938,1,1,42,1764,4
0,1.003,0,0,23.988,575.4242,0,0,40,1600,2
1,1.77,0,0,29.661,879.7749,0,0,27,729,1
0,30.2,1,1,43.425,1885.731,1,1,33,1089,5
0,-0.734,0,0,17.814,317.3386,1,0,42,1764,3
0,12,0,0,34.542,1193.15,1,0,55,3025,4
0,-6.19,0,1,31.176,971.943,0,0,49,2401,1
0,0,0,0,10.08,101.6064,0,1,29,841,2
0,6,0,0,21.945,481.583,0,0,39,1521,1
0,-0.251,0,1,80.109,6417.452,1,0,30,900,2
0,94,1,1,103.05,10619.3,1,1,42,1764,4
0,14.851,0,0,55.683,3100.596,1,0,27,729,2
0,-1.951,1,1,27.015,729.8102,0,0,31,961,1
1,24.3,0,0,35.847,1285.007,0,1,51,2601,1
0,13.493,0,0,53.562,2868.888,0,1,34,1156,1
0,8.4,1,1,61.377,3767.136,1,0,39,1521,5
0,-87.501,0,1,72.15,5205.623,1,0,58,3364,2
0,0.392,0,0,24.84,617.0256,1,0,32,1024,3
0,-11.4,0,0,24.615,605.8982,1,0,40,1600,4
0,0,0,0,10.8,116.64,0,1,54,2916,1
0,5.599,0,0,21.372,456.7624,1,0,64,4096,3
0,-3.725,0,0,27.657,764.9096,1,0,27,729,2
0,2.075,0,1,27.684,766.4039,0,1,38,1444,3
0,2.999,0,0,52.008,2704.832,1,0,53,2809,2
0,-0.15,0,0,12.636,159.6685,1,0,36,1296,7
1,-2.2,1,1,46.008,2116.736,1,1,51,2601,5
0,27.5,1,1,36.375,1323.141,0,0,54,2916,1
0,5.25,1,1,26.877,722.3732,0,1,30,900,1
1,1.183,1,1,15.159,229.7953,0,0,28,784,2
1,100.7,1,1,58.5,3422.25,1,0,52,2704,3
0,23.8,0,0,91.5,8372.25,0,0,30,900,1
1,62.6,0,1,50.979,2598.858,1,0,39,1521,4
0,0,0,0,11.865,140.7782,1,0,25,625,5
0,0.052,0,0,25.878,669.6709,1,0,30,900,3
0,0,0,0,15.708,246.7413,1,0,28,784,2
1,66,0,0,22.434,503.2844,0,0,53,2809,2
0,8.7,1,1,43.23,1868.833,0,1,26,676,1
0,-4.3,0,0,45.09,2033.108,1,0,28,784,2
0,0,0,0,17.244,297.3555,1,0,35,1225,6
0,-2.425,0,0,31.752,1008.19,1,1,36,1296,5
1,18,0,0,31.179,972.1301,1,1,41,1681,4
1,-0.5,0,0,30.84,951.1056,1,1,44,1936,3
0,-1.7,0,0,32.964,1086.625,1,0,37,1369,4
0,1,0,1,32.64,1065.37,1,0,60,3600,2
0,0,1,1,44.922,2017.986,1,0,46,2116,2
0,26.918,1,1,43.599,1900.873,1,0,38,1444,4
1,73.999,1,1,31.017,962.0543,0,0,61,3721,1
0,3.842,1,1,25.26,638.0676,0,0,27,729,1
1,6.25,1,1,52.404,2746.179,1,0,32,1024,4
0,0.652,0,0,32.295,1042.967,1,0,31,961,4
0,-1.05,0,0,26.952,726.4103,1,0,36,1296,4
0,-6.95,0,0,27.606,762.0913,1,0,25,625,3
0,8.599,0,0,42.33,1791.829,1,0,31,961,4
0,-1.25,0,0,17.1,292.41,0,0,33,1089,3
0,-2.9,0,0,28.605,818.246,1,1,46,2116,2
0,-9.5,0,0,28.8,829.4399,0,0,27,729,1
0,7,0,0,41.856,1751.925,1,0,25,625,3
1,-0.307,0,0,53.151,2825.029,1,0,37,1369,4
0,0.9,0,0,36.06,1300.324,1,0,51,2601,3
0,2.13,0,0,50.037,2503.701,1,0,42,1764,4
1,50,1,1,69.786,4870.086,0,1,51,2601,3
1,131.35,0,0,73.71,5433.164,1,0,43,1849,2
0,0.481,1,1,27.462,754.1614,1,0,29,841,5
0,0.829,1,1,15.363,236.0218,0,0,28,784,3
0,-0.3,0,0,16.815,282.7442,0,1,35,1225,1
0,41.649,0,0,47.04,2212.762,1,0,60,3600,4
0,-2,0,0,12,144,0,0,29,841,2
0,-4.888,0,0,23.394,547.2792,0,1,56,3136,2
1,131.844,1,1,39.882,1590.574,1,0,32,1024,5
0,0,0,0,10.2,104.04,0,0,28,784,2
0,17.5,1,1,39.9,1592.01,0,1,42,1764,2
0,0.3,0,0,22.848,522.0311,0,1,52,2704,1
1,3.3,0,0,34.164,1167.179,1,0,50,2500,4
1,4.15,1,1,63.24,3999.298,1,0,46,2116,2
1,53,0,1,85.2,7259.04,1,0,60,3600,2
1,16.571,1,1,25.95,673.4025,0,0,51,2601,4
1,47.958,1,1,108.42,11754.9,1,1,55,3025,3
0,28.361,1,1,41.439,1717.191,0,1,37,1369,1
1,134.584,0,0,106.62,11367.83,1,1,47,2209,2
0,3.2,0,0,36.93,1363.825,0,1,46,2116,1
0,-4.5,0,0,28.56,815.6736,0,0,27,729,1
0,-1.025,0,0,85.065,7236.055,1,0,46,2116,4
0,0.3,0,1,42.06,1769.044,0,1,38,1444,1
0,0,0,0,25.626,656.6918,1,0,38,1444,4
1,-8.388,0,0,28.53,813.9609,1,0,28,784,3
0,-1.907,1,1,23.259,540.9811,1,0,39,1521,4
0,20,0,0,22.5,506.25,0,1,44,1936,1
0,2.924,0,0,16.86,284.2596,0,1,27,729,1
1,4.1,0,0,50.634,2563.802,1,1,40,1600,3
0,-3.4,0,0,24.174,584.3823,0,1,44,1936,1
0,4.55,0,0,13.32,177.4224,0,1,26,676,1
0,-0.1,0,0,25.803,665.7948,1,0,31,961,5
0,-1.4,0,0,32.082,1029.255,0,1,31,961,1
0,1.905,1,1,44.292,1961.781,1,0,51,2601,8
0,2.6,0,1,36.03,1298.161,0,1,29,841,1
0,1.5,0,0,16.284,265.1687,0,0,49,2401,1
0,1.3,0,0,16.269,264.6803,1,0,50,2500,5
0,0,0,0,18.15,329.4225,1,1,25,625,5
0,0.4,0,0,36.798,1354.093,1,0,64,4096,2
0,10.7,0,0,47.154,2223.5,1,0,31,961,3
1,260.872,1,1,73.086,5341.563,1,0,48,2304,3
0,4.847,1,1,32.739,1071.842,0,0,33,1089,3
0,0.02,0,0,10.803,116.7048,0,1,30,900,1
0,-2.71,0,0,21.813,475.8069,1,0,25,625,4
0,0.2,0,0,29.772,886.3719,1,0,30,900,4
0,24.21,1,1,24.54,602.2117,1,0,50,2500,4
0,13.239,0,0,30.429,925.9241,1,0,62,3844,2
0,5,0,0,37.533,1408.726,1,0,34,1156,2
0,-3.001,0,0,39.882,1590.574,1,0,29,841,4
0,0,0,0,33.228,1104.1,1,0,62,3844,2
0,-0.775,0,0,36.648,1343.076,1,0,51,2601,3
0,20,0,1,59.7,3564.09,1,0,39,1521,3
0,9.499,0,0,36.3,1317.69,0,1,29,841,1
0,-0.758,1,1,37.833,1431.336,1,0,49,2401,3
1,0.13,0,0,37.236,1386.52,1,0,25,625,3
0,7.798,0,0,25.254,637.7645,1,0,45,2025,6
1,30.999,0,0,97.752,9555.453,1,0,35,1225,3
