assignment,female,age,white,black,hispanic,educ,educmis,geddegree,hsdegree,english,cohabmarried,haschild,everwkd,mwearn,hhsize,hhsizemis,educmum,educmummis,educdad,educdadmis,welfarechild,welfarechildmis,health,healthmis,smoke,smokemis,alcohol,alcoholmis,everwkdy1,earnq4,earnq4mis,pworky1,pworky1mis,health12,health12mis,trainy1,trainy2,pworky2,pworky3,pworky4,earny2,earny3,earny4,health30,health48
1,1,19,1,0,0,11,0,0,0,1,0,0,0,30,6,0,12,0,14,0,4,0,2,0,1,0,4,0,1,369.8371276855469,0,34.61538314819336,0,1,0,1,0,7.692307472229004,57.69230651855469,67.30769348144531,14.77151870727539,130.25758361816406,149.40814208984375,2,2
1,0,16,0,1,0,6,0,0,0,1,0,0,0,15,6,0,9,0,0,1,3,0,1,0,0,1,0,1,0,0,0,59.61538314819336,0,2,0,1,0,0,15.384614944458008,73.07691955566406,0,27.678857803344727,221.75196838378906,2,2
0,0,16,0,1,0,10,0,0,0,1,0,0,0,0,2,0,11,0,12,0,4,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,21.153846740722656,7.692307472229004,0,76.72779083251953,15.808061599731445,1,1
1,1,19,0,1,0,11,0,0,0,1,0,0,1,0,4,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,19.230770111083984,0,0,47.1131477355957,1,2
1,1,16,0,1,0,9,0,0,0,1,0,0,0,0,4,0,0,1,0,1,4,0,3,0,0,1,4,0,1,116.30769348144531,0,34.61538314819336,0,2,0,1,0,23.076923370361328,5.769230842590332,51.92307662963867,40.528011322021484,3.4580135345458984,95.47669982910156,1,2
1,0,20,0,1,0,12,0,0,1,1,0,0,0,0,1,0,13,0,0,1,2,0,2,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,26.923076629638672,0,0,37.65392303466797,1,3
1,0,16,0,1,0,7,0,0,0,1,0,0,0,0,1,0,12,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,30.769229888916016,25,0,102.9256591796875,66.5987777709961,1,2
1,0,17,0,1,0,9,0,0,0,1,0,0,0,60,2,0,13,0,12,0,1,0,2,0,3,0,0,1,1,60.369232177734375,0,7.692307472229004,0,1,0,1,1,54.153682708740234,21.153846740722656,100,150.09498596191406,54.805564880371094,256.6768798828125,1,2
1,0,22,0,1,0,12,0,0,1,1,0,0,1,0,6,0,16,0,14,0,1,0,1,0,2,0,3,0,1,18.769229888916016,0,73.07691955566406,0,3,0,0,1,57.69230651855469,100,100,150.4895782470703,276.6576843261719,307.3206481933594,2,2
0,0,19,0,1,0,11,0,0,0,1,0,1,0,80,6,0,9,0,0,1,4,0,1,0,1,0,0,1,1,91.53845977783203,0,34.61538314819336,0,2,0,0,0,0,25,50,0,37.081111907958984,73.49650573730469,1,2
1,0,20,1,0,0,12,0,0,1,1,0,0,0,0,2,0,12,0,17,0,1,0,2,0,0,1,2,0,1,247.19146728515625,0,47.12561798095703,0,2,0,1,1,100,75,100,256.7872619628906,244.01309204101562,912.62890625,2,1
1,1,17,0,1,0,10,0,0,0,1,0,1,0,0,6,0,12,0,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,42.30769348144531,0,0,95.29878997802734,0,3,3
1,1,16,0,1,0,8,0,0,0,1,0,0,0,0,2,0,12,0,0,1,1,0,2,0,0,1,4,0,0,0,0,15.384614944458008,0,3,0,1,0,0,50,44.230770111083984,0,67.43852233886719,73.729278564453125,2,2
1,1,22,0,1,0,11,0,0,0,1,0,1,0,0,10,0,12,0,8,0,4,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,86.53845977783203,21.153846740722656,0,174.8461151123047,25.26350975036621,3,2
0,0,20,1,0,0,12,0,0,1,1,0,0,1,0,0,0,12,0,12,0,1,0,2,0,1,0,2,0,1,178.94769287109375,0,76.92308044433594,0,2,0,0,0,100,100,100,303.3067626953125,349.8951416015625,369.3294982910156,2,2
0,0,22,0,1,0,12,0,0,1,1,0,1,1,0,6,0,12,0,8,0,1,0,3,0,4,0,0,1,1,198.8307647705078,0,82.69230651855469,0,2,0,0,0,100,100,65.384613037109375,213.4118194580078,222.4429168701172,274.8649597167969,1,2
1,0,16,0,1,0,11,0,0,0,1,0,0,0,0,2,0,12,0,0,1,4,0,3,0,0,0,4,0,1,154.2337188720703,0,35.57625198364258,0,1,0,1,1,54.153682708740234,1.923076868057251,100,150.09498596191406,5.48891019821167,285.196533203125,1,1
1,1,18,1,0,0,12,0,0,1,1,1,0,0,240,3,0,16,0,0,1,1,0,1,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
0,1,19,1,0,0,9,0,0,0,1,0,0,0,0,3,0,10,0,13,0,1,0,2,0,2,0,3,0,1,26.430768966674805,0,38.46154022216797,0,3,0,1,0,23.076923370361328,17.30769157409668,3.846153736114502,37.013885498046875,25.359024047851562,2.296560049057007,2,2
1,1,17,0,1,0,10,0,0,0,1,0,1,0,0,5,0,12,0,12,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,67.30769348144531,78.84615325927734,100,158.46923828125,229.30174255371094,333.6205139160156,1,1
1,1,21,0,1,0,11,0,0,0,1,0,0,0,0,3,0,10,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,51.92307662963867,13.461538314819336,0,53.37199020385742,13.606179237365723,0,2,2
1,0,16,0,1,0,8,0,0,0,1,0,0,0,0,4,0,9,0,10,0,2,0,2,0,2,0,3,0,0,0,0,0,0,1,0,1,0,0,32.69230651855469,63.46154022216797,0,49.46357345581055,126.3554458618164,2,2
1,1,19,0,1,0,12,0,0,1,1,0,1,0,0,2,0,12,0,12,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,23.076923370361328,59.61538314819336,100,66.14863586425781,239.15780639648438,359.3476257324219,1,2
0,1,17,0,1,0,11,0,0,0,1,0,0,0,50,4,0,12,0,12,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,65.384613037109375,46.153846740722656,0,194.2853546142578,100.29298400878906,1,1
1,1,16,0,1,0,9,0,0,0,1,0,0,0,92.5,4,0,0,1,12,0,4,0,2,0,1,0,4,0,0,0,0,38.46154022216797,0,1,0,1,1,98.07691955566406,86.53845977783203,55.769229888916016,231.22369384765625,504.64361572265625,267.4197082519531,1,2
1,0,17,0,1,0,9,0,0,0,1,0,0,0,71,2,0,0,1,0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,15.384614944458008,92.30769348144531,0,53.08133316040039,213.71066284179688,2,1
1,0,22,1,0,0,12,0,0,1,1,0,0,0,0,4,0,12,0,12,0,2,0,3,0,0,1,0,1,1,218.71385192871094,0,25,0,2,0,1,0,100,84.615386962890625,100,215.58663940429688,221.56922912597656,275.6899719238281,3,2
1,1,17,0,1,0,8,0,0,0,1,0,0,0,75,5,0,12,0,12,0,3,0,2,0,0,1,0,1,1,207.03253173828125,0,100,0,2,0,1,1,100,94.23076629638672,0,613.2618408203125,622.10784912109375,0,1,1
0,0,17,0,1,0,11,0,0,0,1,0,0,0,0,4,0,0,1,0,1,4,0,1,0,2,0,4,0,1,223.6846160888672,0,26.923076629638672,0,1,0,0,0,21.153846740722656,0,34.61538314819336,44.14500045776367,0,182.1639862060547,2,1
1,0,18,1,0,0,12,0,0,0,1,0,0,0,0,6,0,0,1,12,0,3,0,1,0,2,0,0,1,1,177.4564666748047,0,32.69230651855469,0,2,0,0,0,66.38842010498047,73.66646575927734,100,219.84071350097656,277.54498291015625,47.53275680541992,1,1
1,1,16,0,1,0,9,0,0,0,1,0,0,1,0,3,0,0,1,12,0,1,0,1,0,4,0,0,1,0,0,0,0,0,2,0,1,1,1.923076868057251,15.384614944458008,0,0.7216009497642517,41.98478317260742,0,2,2
0,0,19,0,0,0,12,0,0,1,1,0,0,0,0,2,0,11,0,0,1,1,0,1,0,0,1,0,1,0,0,0,23.076923370361328,0,2,0,1,1,25,63.46154022216797,23.076923370361328,51.57607650756836,153.2777862548828,0,3,3
0,0,16,0,1,0,10,0,0,0,1,0,0,1,0,4,0,0,1,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,58.115821838378906,66.8274154663086,0,172.21824645996094,229.0352325439453,1,2
1,0,20,0,0,1,10,0,0,0,1,0,0,0,0,3,0,12,0,0,1,2,0,1,0,0,1,4,0,1,190.87753295898438,0,38.46154022216797,0,1,0,1,1,59.61538314819336,94.23076629638672,100,121.19316101074219,385.11553955078125,378.4317626953125,1,2
1,0,21,0,1,0,11,0,0,0,1,0,0,0,0,3,0,11,0,0,1,3,0,3,0,1,0,0,1,0,0,0,11.538461685180664,0,2,0,1,1,0,77.69279479980469,1.923076868057251,0,261.6405944824219,4.420869827270508,1,2
0,0,21,1,0,0,11,0,0,0,1,0,0,0,280,6,0,9,0,12,0,4,0,1,0,1,0,3,0,1,191.37461853027344,0,50,0,1,0,0,0,72.633941650390625,78.72022247314453,100,241.95030212402344,278.392578125,545.453125,1,1
1,0,19,0,0,1,9,0,1,0,0,0,0,0,375,4,0,12,0,12,0,3,0,1,0,0,1,4,0,1,692.30767822265625,0,92.30769348144531,0,3,0,1,1,67.30769348144531,100,73.9488296508789,174.035400390625,236.04576110839844,264.3376159667969,4,2
1,1,16,1,0,0,10,0,0,0,1,0,0,0,0,1,0,16,0,12,0,1,0,1,0,1,0,4,0,0,0,0,0,0,1,0,1,1,65.384613037109375,100,100,168.8614044189453,155.20895385742188,205.0145263671875,1,1
0,0,17,1,0,0,10,0,1,0,1,0,0,0,0,1,0,16,0,0,1,1,0,1,0,4,0,4,0,1,70.63200378417969,0,76.92308044433594,0,2,0,1,0,92.30769348144531,53.846153259277344,90.384613037109375,228.29721069335938,244.3986053466797,505.23468017578125,1,2
1,0,23,0,1,0,9,0,0,0,1,0,0,0,0,2,0,12,0,13,0,1,0,2,0,1,0,2,0,1,45.27692413330078,0,9.615385055541992,0,1,0,1,1,100,100,100,225.17616271972656,286.51318359375,658.1947021484375,1,1
1,0,17,1,0,0,10,0,0,0,1,0,0,0,0,2,0,15,0,12,0,4,0,1,0,1,0,4,0,1,29.60839080810547,0,44.230770111083984,0,2,0,1,0,32.69230651855469,75,100,110.39505767822266,301.5525207519531,536.7845458984375,2,2
0,0,16,0,1,0,9,0,0,0,1,0,0,0,0,1,0,12,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
1,1,18,1,0,0,9,0,0,0,1,1,0,0,0,3,0,12,0,0,1,2,0,1,0,0,1,3,0,1,318.1292419433594,0,63.46154022216797,0,2,0,1,0,15.384614944458008,0,0,48.29538345336914,0,0,3,3
0,1,18,1,0,0,9,0,0,0,1,1,0,0,0,2,0,0,1,0,1,2,0,2,0,1,0,0,1,1,193.84616088867188,0,40.38461685180664,0,2,0,1,0,0,0,61.53845977783203,0,0,154.2296142578125,3,1
0,1,19,0,0,1,10,0,0,0,0,0,1,0,0,6,0,16,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
1,1,17,0,0,1,7,0,0,0,1,0,1,0,0,4,0,9,0,0,1,4,0,3,0,2,0,4,0,1,128.34774780273438,0,35.2099494934082,0,3,0,0,0,48.34312438964844,55.25956726074219,61.15557098388672,113.01001739501953,150.80474853515625,171.6920623779297,2,2
0,0,17,1,0,0,10,0,0,0,1,0,0,1,0,3,0,10,0,9,0,1,0,1,0,1,0,3,0,1,108.66461181640625,0,7.692307472229004,0,0,0,1,0,100,94.23076629638672,0,352.77813720703125,326.5483093261719,0,2,2
1,1,17,0,0,1,8,0,0,0,1,0,1,0,0,6,0,9,0,6,0,1,0,4,0,0,1,0,1,0,0,0,0,0,3,0,1,1,13.461538314819336,100,76.92308044433594,32.068058013916016,235.4897003173828,266.11334228515625,4,3
1,0,18,0,1,0,11,0,0,0,1,0,0,1,0,2,0,12,0,12,0,1,0,3,0,0,1,0,1,1,75.75384521484375,0,19.230770111083984,0,2,0,1,0,17.30769157409668,34.61538314819336,63.46154022216797,47.299522399902344,114.8747787475586,130.41650390625,2,3
0,1,16,0,1,0,9,0,0,0,1,0,0,0,0,5,0,0,1,0,1,4,0,2,0,2,0,3,0,0,0,0,0,0,2,0,1,1,0,63.46154022216797,15.384614944458008,0,97.74235534667969,46.977752685546875,2,3
1,0,17,0,1,0,9,0,0,0,1,0,0,0,0,5,0,0,1,0,1,4,0,1,0,3,0,4,0,1,210.7606201171875,0,50,0,3,0,1,1,92.30769348144531,100,80.76923370361328,186.46974182128906,226.69976806640625,215.165283203125,1,2
1,0,16,0,1,0,8,0,0,0,1,0,0,0,0,5,0,13,0,12,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,17.30769157409668,36.53845977783203,0,62.47735595703125,112.19515228271484,2,1
1,0,18,0,1,0,10,0,0,0,1,0,0,0,0,5,0,12,0,12,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2
1,0,17,0,0,0,10,0,0,0,1,0,0,0,0,6,0,0,1,0,1,2,0,2,0,1,0,4,0,0,0,0,0,0,2,0,1,1,30.769229888916016,59.61538314819336,100,38.9806022644043,302.2115173339844,399.275146484375,2,3
0,1,22,0,0,1,11,0,0,0,0,0,0,0,30,4,0,6,0,6,0,1,0,1,0,0,1,0,1,1,176.70603942871094,0,59.066802978515625,0,2,0,1,1,100,100,100,192.9656524658203,198.1653594970703,144.15798950195312,1,2
1,0,24,0,0,1,15,0,0,1,0,0,0,1,0,4,0,6,0,0,1,1,0,1,0,0,1,3,0,0,0,0,26.923076629638672,0,2,0,1,1,63.46154022216797,59.61538314819336,100,134.16697692871094,127.79850769042969,263.98785400390625,1,1
0,0,22,1,0,0,9,0,1,0,1,0,0,0,0,2,0,9,0,0,1,1,0,3,0,1,0,4,0,1,210.05723571777344,0,17.30769157409668,0,1,0,0,0,76.92308044433594,100,21.153846740722656,236.69154357910156,403.12384033203125,64.16129302978516,1,1
0,1,19,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,233.62615966796875,0,86.53845977783203,0,2,0,0,0,17.30769157409668,0,80.76923370361328,39.90028762817383,0,220.9544219970703,2,2
1,1,21,0,0,1,13,0,0,1,0,0,0,0,0,3,0,0,1,0,1,4,0,1,0,0,1,4,0,1,235.28614807128906,0,21.153846740722656,0,2,0,1,0,92.30769348144531,100,100,341.9224548339844,470.8943176269531,26.951072692871094,2,2
0,1,19,0,0,0,10,0,0,0,1,0,0,0,0,3,0,0,1,0,1,4,0,1,0,0,1,0,1,0,0,0,13.461538314819336,0,1,0,0,0,0,57.69230651855469,9.615385055541992,0,21.454309463500977,2.744455099105835,1,3
1,0,18,0,1,0,10,0,0,0,1,0,0,0,40,1,0,12,0,12,0,4,0,2,0,1,0,4,0,0,0,0,41.363521575927734,0,2,0,1,0,55.769229888916016,90.384613037109375,82.69230651855469,524.29327392578125,729.0379638671875,266.4029846191406,1,2
1,1,17,0,1,0,8,0,0,0,1,0,0,0,0,5,0,14,0,0,1,4,0,1,0,4,0,0,0,1,128.34774780273438,0,35.2099494934082,0,2,0,1,1,61.53845977783203,26.923076629638672,94.23076629638672,175.2061004638672,71.691162109375,429.1495361328125,1,1
1,0,18,0,0,0,11,0,0,0,1,1,0,0,0,2,0,14,0,12,0,2,0,2,0,1,0,4,0,0,0,0,26.923076629638672,0,2,0,1,0,30.769229888916016,36.53845977783203,21.153846740722656,40.83596420288086,72.23011779785156,55.54777145385742,2,2
0,0,18,0,1,0,8,0,0,0,1,0,0,0,0,4,0,12,0,12,0,4,0,1,0,2,0,3,0,0,0,0,19.230770111083984,0,0,0,1,0,21.153846740722656,88.46154022216797,3.846153736114502,43.28203582763672,229.94444274902344,9.527424812316895,2,1
1,0,21,0,1,0,13,0,0,1,1,0,0,0,0,5,0,14,0,5,0,1,0,2,0,0,1,0,1,1,108.8504638671875,0,42.30769348144531,0,2,0,1,1,75,84.615386962890625,100,192.5403289794922,296.8721618652344,377.5730895996094,2,1
1,1,18,0,0,0,11,0,0,0,1,0,0,0,0,5,0,11,0,12,0,3,0,2,0,0,1,0,1,1,268.4215393066406,0,38.46154022216797,0,2,0,0,1,100,100,100,135.08372497558594,82.35352325439453,352.8663024902344,1,2
0,0,20,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,21.153846740722656,100,100,86.56407165527344,404.0264587402344,304.0564880371094,1,2
0,1,19,0,1,0,9,0,0,0,1,0,0,0,0,5,0,15,0,0,1,0,1,2,0,0,1,0,1,1,78.74845886230469,0,46.153846740722656,0,1,0,1,1,7.692307472229004,0,0,6.225576877593994,0,0,1,2
0,0,18,1,0,0,10,0,0,0,1,0,0,0,226.33333333333334,2,0,10,0,12,0,1,0,1,0,1,0,2,0,1,313.158447265625,0,80.76923370361328,0,2,0,0,0,100,100,100,348.814697265625,357.050537109375,218.05702209472656,2,2
1,0,16,1,0,0,8,0,0,0,1,1,1,0,0,6,0,10,0,0,1,3,0,2,0,1,0,0,1,1,35.32755661010742,0,61.53845977783203,0,2,0,1,1,34.61538314819336,57.69230651855469,100,20.940576553344727,123.0577163696289,326.9440002441406,1,1
1,1,19,1,0,0,12,0,0,1,1,0,0,0,300,2,0,12,0,12,0,1,0,3,0,2,0,3,0,1,375.7901611328125,0,38.46154022216797,0,2,0,0,1,1.923076868057251,26.923076629638672,26.923076629638672,7.131115436553955,24.797142028808594,24.59031867980957,2,2
1,0,18,1,0,0,10,0,0,0,1,0,0,0,160,4,0,12,0,12,0,4,0,2,0,2,0,4,0,0,0,0,0,0,2,0,1,1,0,0,17.30769157409668,0,0,33.76572799682617,2,2
1,1,16,0,1,0,10,0,0,0,1,0,1,0,0,6,0,12,0,12,0,4,0,2,0,0,1,0,1,0,0,0,0,0,2,0,1,1,65.384613037109375,86.53845977783203,0,153.60211181640625,193.26329040527344,0,2,1
0,1,17,0,1,0,11,0,0,0,1,0,0,0,0,6,0,12,0,12,0,1,0,1,0,0,1,0,1,0,0,0,17.30769157409668,0,2,0,1,1,48.07692337036133,34.61538314819336,61.53845977783203,125.783935546875,146.90670776367188,318.9628601074219,1,2
1,0,16,0,1,0,8,0,0,0,1,0,0,0,0,3,0,12,0,12,0,2,0,1,0,4,0,4,0,1,110.67404174804688,0,34.61538314819336,0,3,0,1,1,0,57.69230651855469,42.30769348144531,0,108.15835571289062,150.05593872070312,1,1
0,0,19,1,0,0,12,0,0,1,1,0,0,0,0,3,0,12,0,10,0,4,0,3,0,4,0,0,1,1,76.89454650878906,0,86.53845977783203,0,3,0,0,0,75,100,100,36.34961700439453,278.5205078125,340.208251953125,2,2
1,0,21,1,0,0,9,0,0,0,1,0,0,0,0,2,0,12,0,0,1,1,0,3,0,1,0,2,0,1,247.19146728515625,0,47.12561798095703,0,3,0,1,1,75,94.23076629638672,98.07691955566406,242.25228881835938,282.88250732421875,367.69122314453125,2,2
1,1,19,0,1,0,12,0,0,1,1,0,0,0,0,4,0,11,0,0,1,2,0,2,0,0,1,4,0,0,0,0,17.30769157409668,0,2,0,1,1,96.15384674072266,100,100,199.2846221923828,213.40615844726562,214.84805297851562,2,2
1,1,16,0,0,1,9,0,0,0,1,0,0,0,0,1,0,12,0,0,1,1,0,2,0,0,1,0,1,1,128.34774780273438,0,35.2099494934082,0,1,0,1,1,0,0,23.076923370361328,0,0,31.507259368896484,2,1
0,1,16,0,1,0,9,0,0,0,1,0,0,0,0,1,0,11,0,12,0,4,0,1,0,2,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,3
0,1,20,0,0,1,10,0,0,0,1,0,0,0,0,2,0,0,1,0,1,4,0,1,0,0,1,0,1,1,258.4800109863281,0,92.30769348144531,0,1,0,1,1,100,100,100,586.68084716796875,663.75775146484375,653.94696044921875,1,1
1,1,17,0,0,1,10,0,0,0,0,0,0,0,0,8,0,5,0,12,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3,3
1,1,24,0,1,0,11,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,72.91307830810547,0,9.615385055541992,0,4,0,1,0,5.769230842590332,0,0,10.894759178161621,0,0,4,2
1,1,18,0,0,1,12,0,0,1,1,0,0,0,0,4,0,9,0,0,1,0,1,1,0,1,0,4,0,1,189.6348419189453,0,51.92307662963867,0,1,0,1,1,7.692307472229004,100,76.92308044433594,14.394288063049316,369.28350830078125,296.7138671875,1,2
1,0,18,1,0,0,8,0,0,0,1,0,0,1,0,3,0,11,0,6,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,15.384614944458008,0,0,40.77218246459961,2,1
1,1,21,0,0,0,7,0,0,0,1,0,1,1,0,5,0,10,0,12,0,1,0,2,0,0,1,0,1,0,0,0,11.538461685180664,0,0,0,1,0,5.769230842590332,100,38.46154022216797,7.997101306915283,138.49232482910156,77.90592956542969,2,2
1,1,23,0,1,0,11,0,0,0,1,0,1,0,0,5,0,14,0,12,0,3,0,3,0,2,0,4,0,1,295.3482971191406,0,23.076923370361328,0,0,0,1,0,0,50,0,0,125.17684936523438,0,2,2
1,0,17,0,1,0,9,0,0,0,1,0,0,0,0,3,0,0,1,12,0,3,0,1,0,0,1,4,0,0,0,0,0,0,3,0,1,1,0,61.53845977783203,100,0,134.74615478515625,171.117919921875,2,3
0,1,22,0,1,0,12,0,0,1,1,0,1,0,150,1,0,13,0,0,1,2,0,4,0,0,1,3,0,0,0,0,0,0,3,0,1,1,21.153846740722656,69.23076629638672,42.30769348144531,34.62562942504883,121.56819915771484,75.568572998046875,3,2
0,0,18,0,0,1,11,0,0,0,0,0,0,0,0,2,0,6,0,6,0,2,0,2,0,1,0,2,0,1,338.0122985839844,0,90.384613037109375,0,2,0,0,0,96.15384674072266,90.384613037109375,96.15384674072266,266.3939208984375,246.13401794433594,320.2499694824219,1,2
1,1,16,0,0,0,9,0,0,0,0,0,0,0,0,7,0,10,0,0,1,4,0,1,0,3,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,2
1,0,16,0,0,1,10,0,0,0,1,0,0,0,0,1,0,0,1,10,0,1,0,1,0,1,0,4,0,0,0,0,0,0,2,0,1,1,44.230770111083984,88.46154022216797,100,149.8231658935547,305.64996337890625,526.9219970703125,3,3
1,0,22,0,1,0,11,0,0,0,1,0,0,1,0,1,0,16,0,12,0,1,0,2,0,1,0,2,0,0,0,0,0,0,1,0,1,1,86.53845977783203,100,76.92308044433594,406.8134460449219,430.4681701660156,256.1491394042969,1,1
0,1,17,0,0,1,8,0,0,0,0,1,1,0,0,2,0,4,0,15,0,4,0,2,0,0,1,0,1,0,0,0,0,0,2,0,1,1,15.384614944458008,0,13.461538314819336,18.110769271850586,0,36.795066833496094,1,1
0,0,17,0,1,0,11,0,0,0,1,0,0,0,0,5,0,16,0,16,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,17.30769157409668,0,0,73.97319030761719,0,1,1
0,0,23,0,1,0,11,0,1,0,1,0,1,0,0,3,0,12,0,12,0,1,0,1,0,0,1,0,1,1,402.6322937011719,0,92.30769348144531,0,1,0,0,0,100,100,100,317.30859375,305.0678405761719,351.1762390136719,1,1
1,0,20,0,0,0,12,0,0,1,1,0,0,0,8,5,0,12,0,12,0,2,0,1,0,1,0,3,0,1,376.2423095703125,0,50,0,1,0,0,1,100,82.69230651855469,67.30769348144531,747.30712890625,306.1041564941406,191.8850555419922,2,2
1,0,23,1,0,0,12,0,0,1,1,1,0,0,192,3,0,12,0,12,0,1,0,1,0,1,0,3,0,1,211.2576904296875,0,100,0,1,0,1,1,100,100,100,324.6263427734375,404.2674255371094,456.314453125,1,2
1,0,16,0,1,0,8,0,0,0,1,0,0,0,0,5,0,12,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
1,1,18,0,1,0,12,0,0,1,1,1,0,0,0,4,0,9,0,10,0,4,0,2,0,1,0,3,0,0,0,0,11.538461685180664,0,2,0,0,0,98.07691955566406,86.53845977783203,3.846153736114502,315.09405517578125,284.3414001464844,12.125813484191895,2,3
1,0,16,0,1,0,9,0,0,0,1,0,0,0,0,5,0,11,0,12,0,3,0,1,0,0,1,0,1,0,0,0,0,0,3,0,1,1,0,0,15.384614944458008,0,0,35.311988830566406,2,1
1,1,22,0,0,0,9,0,0,0,1,0,1,0,0,0,0,12,0,12,0,4,0,1,0,1,0,3,0,0,0,0,25,0,1,0,0,0,0,50,92.30769348144531,0,121.50614929199219,231.8515625,2,1
0,0,18,0,0,0,8,0,0,0,0,0,0,0,0,2,0,9,0,12,0,1,0,3,0,1,0,4,0,1,29.824615478515625,0,73.07691955566406,0,3,0,0,0,100,100,30.769229888916016,218.7710418701172,210.69688415527344,60.30482864379883,2,2
1,0,16,1,0,0,8,0,0,0,1,0,0,0,0,5,0,11,0,8,0,3,0,1,0,1,0,3,0,1,472.9458312988281,0,63.46154022216797,0,1,0,1,1,78.84615325927734,100,100,353.8309631347656,467.41162109375,401.3173828125,1,1
0,0,17,0,1,0,9,0,0,0,1,0,1,0,228,2,0,11,0,0,1,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1,0,20,1,0,0,12,0,0,1,1,0,0,0,0,2,0,10,0,12,0,1,0,1,0,2,0,0,1,1,166.15383911132812,0,34.61538314819336,0,2,0,1,0,90.384613037109375,88.46154022216797,100,350.2879333496094,282.7881774902344,363.6255798339844,2,2
0,1,18,1,0,0,10,0,0,0,1,0,0,0,0,2,0,12,0,12,0,1,0,2,0,1,0,4,0,1,53.768001556396484,0,75,0,2,0,0,0,100,38.46154022216797,32.69230651855469,142.14039611816406,98.74198913574219,24.822580337524414,1,2
0,0,16,0,1,0,9,0,0,0,1,0,0,1,0,3,0,0,1,0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,21.153846740722656,55.769229888916016,69.23076629638672,34.0073127746582,137.16580200195312,215.91177368164062,1,3
1,0,18,0,1,0,9,0,0,0,1,0,0,0,0,2,0,12,0,0,1,4,0,2,0,1,0,0,1,0,0,0,0,0,3,0,1,1,0,23.076923370361328,0,0,45.894142150878906,0,3,2
0,0,17,0,1,0,10,0,0,0,1,0,0,0,0,2,0,12,0,12,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,2
1,0,16,0,1,0,10,0,0,0,1,0,0,0,0,4,0,12,0,11,0,3,0,1,0,2,0,0,1,1,252,0,40.38461685180664,0,1,0,1,0,5.769230842590332,90.384613037109375,0,2.3324880599975586,194.37399291992188,0,2,2
1,1,22,0,1,0,12,0,0,1,1,0,1,0,150,4,0,12,0,10,0,4,0,1,0,0,1,4,0,0,0,0,26.923076629638672,0,1,0,1,1,0,0,30.769229888916016,0,0,57.37740707397461,1,3
0,1,17,0,1,0,8,0,0,0,1,0,0,0,0,5,0,12,0,0,1,4,0,2,0,2,0,4,0,1,99.4153823852539,0,48.07692337036133,0,2,0,0,1,23.076923370361328,46.153846740722656,30.769229888916016,22.63846206665039,96.80329132080078,48.59515380859375,3,1
1,0,24,0,0,1,13,0,1,0,1,0,0,1,0,3,0,0,1,0,1,4,0,2,0,0,1,3,0,1,507.81378173828125,0,67.30769348144531,0,1,0,1,0,100,100,100,799.71923828125,772.53607177734375,570.24188232421875,1,2
