survey_year,elig_year,retired,food,c,cn
2002,20,TRUE,169.64,10348.04,10348.04
1993,-10,FALSE,339.312182701793,36985.0279144954,14929.7360388789
1995,-8,FALSE,413.165519271589,51025.9416300413,39663.8898500726
1998,-11,FALSE,407.995785711703,32351.665831728,27071.7203695766
2000,-3,FALSE,368.584959742185,18244.9555072381,18244.9555072381
2002,-1,FALSE,339.28,13740.84,13740.84
2004,-6,FALSE,243.48,8745.8016,8745.8016
1993,8,TRUE,226.208121801195,9500.74111565019,9500.74111565019
1995,12,TRUE,413.165519271589,17766.1173286783,17766.1173286783
1993,-18,FALSE,565.520304502988,40830.5659851157,35175.3629400858
1995,-16,FALSE,516.456899089487,54331.265784214,53298.351986035
1998,-13,FALSE,479.995042013769,27311.7178905834,25391.7377225284
1993,-2,FALSE,565.520304502988,35787.8101688939,33525.728950882
2000,3,TRUE,598.95055958105,56209.2063606832,33172.6463767966
2002,5,TRUE,848.2,37660.08,37660.08
2004,7,TRUE,973.92,40834.1886768245,39210.9886768245
1993,-2,FALSE,452.41624360239,24543.5812154297,21715.9796929147
1998,3,TRUE,479.995042013769,23519.7570586747,23039.7620166609
1993,-10,FALSE,395.864213152091,15947.6725869843,15947.6725869843
1995,-8,FALSE,516.456899089487,24944.8682260222,24944.8682260222
1998,-9,FALSE,431.995537812392,17855.8155629122,17855.8155629122
1993,-12,FALSE,452.41624360239,13855.2474603232,13855.2474603232
1995,-10,FALSE,464.811209180538,29747.9173875544,22001.0639012121
1998,-15,FALSE,719.992563020653,18239.8115965232,18143.8125881205
2000,-8,FALSE,552.877439613277,30816.6872863028,21602.0632927482
2002,-2,FALSE,763.38,18321.12,18321.12
2004,-7,FALSE,892.76,23698.72,22887.12
1993,-10,FALSE,678.624365403585,14590.4238561771,14590.4238561771
1995,-8,FALSE,826.331038543178,27413.5322036699,19924.9071668724
1998,-5,FALSE,479.995042013769,17279.8215124957,17279.8215124957
1993,18,FALSE,622.072334953287,34448.0214288759,27661.77777484
1995,20,FALSE,826.331038543178,110945.271062403,29345.0810062646
1998,22,TRUE,407.995785711703,27791.7129325972,27359.7173947848
2000,5,TRUE,921.462399355462,18797.8329468514,18797.8329468514
1995,2,FALSE,516.456899089487,49579.8623125907,49579.8623125907
1993,3,TRUE,452.41624360239,16965.6091350896,16965.6091350896
1995,5,TRUE,516.456899089487,20451.6932039437,20141.81906449
1998,13,TRUE,719.992563020653,31199.677730895,28799.7025208261
1993,-17,FALSE,565.520304502988,43545.0634467301,39020.9010107062
1995,-15,FALSE,516.456899089487,27578.7984113786,27578.7984113786
1998,-15,FALSE,479.995042013769,40847.4239750183,33887.4958658187
1993,-27,FALSE,282.760152251494,13572.4873080717,13572.4873080717
1995,-25,FALSE,361.519829362641,18282.5742277678,13634.4621359624
1998,-24,FALSE,239.997521006884,19305.4005897938,14745.447690663
1993,-18,FALSE,848.280456754482,25109.1015199327,21715.9796929147
1995,-16,FALSE,1032.91379817897,31452.2251545497,24789.9311562954
1998,-14,FALSE,479.995042013769,39359.593445129,35999.6281510327
2000,-12,FALSE,1151.82799919433,55748.4751610055,41465.8079709958
2002,-10,FALSE,1102.66,39271.66,28075.42
2004,-8,FALSE,811.6,44800.32,35061.12
1993,13,TRUE,367.588197926942,18662.1700485986,18662.1700485986
1995,15,TRUE,516.456899089487,27578.7984113786,27578.7984113786
1998,17,TRUE,479.995042013769,23039.7620166609,17279.8215124957
2000,17,TRUE,368.584959742185,15019.837109494,12716.1811111054
2002,19,TRUE,424.1,15267.6,15267.6
2004,22,TRUE,405.8,12660.96,12660.96
1998,1,FALSE,575.994050416523,33551.6534367624,29951.6906216592
2000,3,TRUE,460.731199677731,29486.7967793748,16586.3231883983
1993,-2,FALSE,339.312182701793,16965.6091350896,16965.6091350896
1995,1,TRUE,516.456899089487,20012.7048397176,19831.9449250363
1998,4,TRUE,383.996033611015,21887.7739158279,21887.7739158279
2000,9,TRUE,230.365599838865,11610.4262318788,11610.4262318788
2002,8,TRUE,339.28,15267.6,15267.6
2004,10,TRUE,486.96,17530.56,17530.56
1993,16,TRUE,282.760152251494,11536.614211861,11536.614211861
1995,19,TRUE,309.874139453692,22517.5208003016,21691.1897617584
1998,-22,FALSE,287.997025208261,45311.5319660998,16511.8294452736
2000,-20,FALSE,322.511839774412,39807.175652156,17692.0780676249
2002,-19,FALSE,424.1,20568.85,20356.8
2004,-16,FALSE,568.12,30597.32,20452.32
1993,-1,FALSE,565.520304502988,28841.5355296524,27144.9746161434
1995,1,FALSE,774.68534863423,41058.3234776142,40283.63812898
1993,-14,FALSE,424.140228377241,12984.3461913886,12305.721825985
1995,-12,FALSE,309.874139453692,17921.0543984052,17301.3061194978
1993,-1,FALSE,1131.04060900598,38002.9644626008,38002.9644626008
1995,1,FALSE,1032.91379817897,76435.621065244,55777.3451016645
1993,-2,FALSE,565.520304502988,23073.2284237219,23073.2284237219
1998,1,FALSE,191.998016805508,15551.8393612461,15551.8393612461
2000,3,TRUE,691.096799516596,27090.9945410506,27090.9945410506
2002,5,TRUE,678.56,26463.84,26463.84
2004,7,TRUE,811.6,24916.12,24348
1993,16,TRUE,282.760152251494,10518.6776637556,10518.6776637556
1995,18,TRUE,258.228449544743,10535.7207414255,10535.7207414255
1998,21,TRUE,191.998016805508,10463.8919159002,10463.8919159002
2000,23,TRUE,307.307710185047,12900.4735909765,12900.4735909765
2002,25,TRUE,254.46,11323.47,11323.47
2004,27,TRUE,243.48,9820.36,9820.36
1993,-23,FALSE,254.484137026344,24882.8933981315,24882.8933981315
1995,-21,FALSE,413.165519271589,29128.169108647,22930.6863195732
1993,17,TRUE,339.312182701793,9500.74111565019,9500.74111565019
1995,19,TRUE,413.165519271589,13014.7138570551,13014.7138570551
1993,16,FALSE,452.41624360239,27993.2550728979,27993.2550728979
1995,18,FALSE,413.165519271589,39457.3070904368,27785.3811710144
1998,20,TRUE,719.992563020653,21580.577088939,21580.577088939
2000,22,TRUE,598.95055958105,25985.239661824,17553.8587077216
2002,26,TRUE,593.74,18830.04,18830.04
2004,26,TRUE,730.44,16556.64,16556.64
1993,-16,FALSE,1187.59263945627,20641.4911143591,20641.4911143591
1995,-14,FALSE,723.039658725281,20318.0148478975,20318.0148478975
1998,-12,FALSE,479.995042013769,18239.8115965232,17279.8215124957
1993,-22,FALSE,395.864213152091,15551.8083738322,15551.8083738322
1995,-20,FALSE,258.228449544743,17043.0776699531,17043.0776699531
1998,-18,FALSE,479.995042013769,29759.6926048537,21599.7768906196
1993,19,TRUE,339.312182701793,11197.3020291592,11197.3020291592
1998,24,TRUE,143.998512604131,7199.92563020653,7199.92563020653
1993,10,TRUE,508.968274052689,15608.3604042825,15608.3604042825
1995,11,TRUE,309.874139453692,14254.2104148698,14254.2104148698
1993,-22,FALSE,395.864213152091,19892.8099934405,14237.6069484106
1995,-20,FALSE,413.165519271589,11775.2172992403,11775.2172992403
1998,-17,FALSE,479.995042013769,21695.7758990223,14975.8453108296
2000,-14,FALSE,691.096799516596,17507.7855877538,17139.2006280116
2002,-10,FALSE,424.1,23664.78,16285.44
2004,-12,FALSE,649.28,23374.08,23374.08
1993,-21,FALSE,282.760152251494,28169.2728882644,28169.2728882644
1995,-19,FALSE,284.051294499218,33053.2415417271,33053.2415417271
1998,-17,FALSE,239.997521006884,25199.7397057229,25199.7397057229
2000,-15,FALSE,506.804319645504,24464.8267028875,24464.8267028875
2002,-12,FALSE,339.28,28499.52,28499.52
2004,-12,FALSE,608.7,27756.72,26133.52
1993,-8,FALSE,395.864213152091,23638.7487282249,23638.7487282249
1995,-6,FALSE,206.582759635795,18592.4483672215,18592.4483672215
1998,-5,FALSE,263.997273107573,13823.8572099965,13823.8572099965
1993,-13,FALSE,565.520304502988,14760.079947528,14251.1116734753
1995,-11,FALSE,568.102588998435,15540.7039009478,15540.7039009478
1998,-3,FALSE,575.994050416523,14111.8542352048,13823.8572099965
2000,-2,FALSE,645.023679548823,19350.7103864647,19350.7103864647
2004,-1,TRUE,568.12,14608.8,14608.8
1993,24,TRUE,282.760152251494,6786.24365403585,6786.24365403585
1995,26,TRUE,206.582759635795,11155.4690203329,11155.4690203329
1993,-19,FALSE,452.41624360239,23751.8527891255,23751.8527891255
1995,-17,FALSE,774.68534863423,56810.2588998435,24789.9311562954
1998,-20,FALSE,575.994050416523,31679.6727729087,31679.6727729087
1993,15,FALSE,565.520304502988,14929.7360388789,14929.7360388789
1995,17,FALSE,413.165519271589,14409.1474845967,14254.2104148698
1998,-6,TRUE,479.995042013769,23039.7620166609,14399.8512604131
2000,22,TRUE,552.877439613277,18244.9555072381,18244.9555072381
1993,19,TRUE,735.176395853884,20698.0431448094,19001.4822313004
1995,21,TRUE,464.811209180538,10546.2983998673,10546.2983998673
1998,12,TRUE,479.995042013769,14399.8512604131,14399.8512604131
2000,30,TRUE,691.096799516596,19350.7103864647,19350.7103864647
1993,37,TRUE,395.864213152091,11536.614211861,11536.614211861
1995,25,TRUE,309.874139453692,11775.2172992403,11775.2172992403
1998,23,TRUE,287.997025208261,15551.8393612461,15551.8393612461
2000,25,TRUE,368.584959742185,17692.0780676249,17692.0780676249
1993,-17,FALSE,282.760152251494,13572.4873080717,13572.4873080717
1995,-15,FALSE,309.874139453692,14254.2104148698,14254.2104148698
1998,-15,FALSE,383.996033611015,23711.7550754802,18431.8096133287
2000,-10,FALSE,552.877439613277,28749.6268598904,28749.6268598904
1993,-23,FALSE,622.072334953287,18322.8578658968,18322.8578658968
1995,-21,FALSE,309.874139453692,15803.5811121383,13634.4621359624
1998,-27,FALSE,287.997025208261,20159.7917645783,20159.7917645783
2000,-19,FALSE,322.511839774412,25063.7772624686,17692.0780676249
1993,13,TRUE,452.41624360239,12215.2385772645,12215.2385772645
1995,15,TRUE,309.874139453692,8056.72762579599,8056.72762579599
2000,20,TRUE,322.511839774412,9122.47775361907,9122.47775361907
1993,-22,FALSE,339.312182701793,10692.1818539159,10692.1818539159
1993,8,TRUE,226.208121801195,4750.3705578251,4750.3705578251
1995,15,TRUE,258.228449544743,7355.55938641106,7355.55938641106
1998,6,TRUE,239.997521006884,6863.92910079689,6863.92910079689
1993,18,FALSE,226.208121801195,15970.2933991644,14386.836546556
1995,21,TRUE,258.228449544743,22775.7492498464,12704.8397176014
1998,20,TRUE,191.998016805508,10771.088742789,10771.088742789
2000,26,TRUE,691.096799516596,14282.6671900097,13821.9359903319
2002,28,TRUE,339.28,14840.1072,14840.1072
2004,30,TRUE,568.12,38547.7536,18095.4336
1998,1,FALSE,383.996033611015,29855.6916132564,15551.8393612461
1993,-18,FALSE,678.624365403585,21433.2195406632,21037.3553275111
1995,-16,FALSE,826.331038543178,25600.9360080469,25600.9360080469
1998,-13,FALSE,623.993554617899,21647.776394821,14927.8458066282
2000,-11,FALSE,460.731199677731,24879.4847825975,24879.4847825975
1993,6,FALSE,395.864213152091,10742.7680215787,8480.68680356673
1995,8,FALSE,516.456899089487,14254.2104148698,14254.2104148698
1998,15,FALSE,167.998264704819,8639.91075624784,8639.91075624784
2000,15,FALSE,368.584959742185,15480.5683091718,15480.5683091718
1993,-24,FALSE,226.208121801195,10162.0597376496,10020.6796615238
1995,-22,FALSE,309.874139453692,14159.1345672463,13952.5518076105
1998,-18,FALSE,191.998016805508,11231.8839831222,9407.90282346987
2000,-20,FALSE,276.438719806639,38056.3970933806,32066.8914975701
1993,2,FALSE,848.280456754482,29381.8006860145,23161.0773364817
1995,4,FALSE,413.165519271589,17229.0021536253,17229.0021536253
1998,-20,FALSE,239.997521006884,28823.7022729268,28823.7022729268
2000,11,FALSE,552.877439613277,32066.8914975701,32066.8914975701
1998,1,TRUE,383.996033611015,16271.8319242668,12671.8691091635
2000,19,TRUE,322.511839774412,17692.0780676249,17692.0780676249
2002,21,TRUE,508.92,25021.9,16285.44
2004,23,TRUE,324.64,13472.56,12660.96
1993,34,TRUE,395.864213152091,9840.05329835199,9840.05329835199
1995,36,TRUE,232.405604590269,9296.22418361076,9296.22418361076
1993,-16,FALSE,339.312182701793,12907.4354299762,12907.4354299762
1995,-14,FALSE,516.456899089487,26442.5932333817,19212.1966461289
1993,13,FALSE,678.624365403585,23276.815733343,23073.2284237219
1995,15,FALSE,671.393968816332,24789.9311562954,24789.9311562954
1998,-13,TRUE,575.994050416523,38495.6023695043,26495.72631916
2000,5,TRUE,921.462399355462,39162.1519726071,27643.8719806639
2002,4,TRUE,1017.84,40968.06,34606.56
2004,9,TRUE,811.6,36846.64,36035.04
1993,1,FALSE,848.280456754482,17522.0811147206,17522.0811147206
1995,3,FALSE,774.68534863423,20183.1356164171,19150.2218182382
1998,5,FALSE,479.995042013769,21839.7744116265,12959.8661343718
2000,6,FALSE,921.462399355462,19636.3637302649,18023.8045313928
2004,10,TRUE,649.28,11131.9056,11131.9056
1993,-26,FALSE,452.41624360239,20471.8350230082,20245.626901207
1995,-24,FALSE,1291.14224772372,33259.8243013629,33259.8243013629
1998,-18,FALSE,575.994050416523,24047.7516048898,22607.7664788485
1993,-27,FALSE,282.760152251494,12102.1345163639,11536.614211861
1995,-25,FALSE,516.456899089487,18489.1569874036,14254.2104148698
1998,-22,FALSE,191.998016805508,14783.8472940241,13823.8572099965
2002,-17,FALSE,678.56,14249.76,14249.76
2004,-16,FALSE,568.12,22400.16,15095.76
1993,-32,FALSE,197.932106576046,9840.05329835199,9840.05329835199
1995,-30,FALSE,258.228449544743,35015.7777582672,10225.8466019718
1998,-25,FALSE,239.997521006884,23999.7521006884,14399.8512604131
1993,5,TRUE,84.8280456754482,3788.98604017002,3788.98604017002
1995,7,TRUE,51.6456899089487,3925.0724330801,3925.0724330801
1998,6,TRUE,95.9990084027537,4607.95240333218,4607.95240333218
2000,12,TRUE,92.1462399355462,3317.26463767966,3317.26463767966
2002,14,TRUE,127.23,3562.44,3562.44
2004,16,TRUE,121.74,7791.36,7791.36
1993,-27,FALSE,1696.56091350896,61302.4010081239,38681.5888280044
1995,-25,FALSE,774.68534863423,64557.1123861858,33569.6984408166
1998,-22,FALSE,431.995537812392,44159.5438652667,25919.7322687435
2000,-20,FALSE,921.462399355462,54827.01276165,34554.8399758298
2002,-18,FALSE,848.2,34267.28,32570.88
2004,-16,FALSE,649.28,99826.8,86029.6
1993,-28,FALSE,339.312182701793,20992.1137031509,15336.910658121
1995,-26,FALSE,516.456899089487,15599.0641800989,15599.0641800989
1998,-23,FALSE,959.990084027537,21119.7818486058,20159.7917645783
2000,-21,FALSE,783.243039452143,19350.7103864647,19350.7103864647
1993,9,TRUE,282.760152251494,7266.93591286339,7266.93591286339
1995,11,TRUE,361.519829362641,7953.43624597809,7953.43624597809
1998,19,TRUE,239.997521006884,9983.89687388639,8063.91670583132
2000,17,TRUE,276.438719806639,8293.16159419916,8293.16159419916
1993,17,TRUE,226.208121801195,9387.63705474959,9387.63705474959
1995,19,TRUE,309.874139453692,14434.9703295512,14434.9703295512
1998,22,TRUE,239.997521006884,9215.90480666436,9215.90480666436
1993,13,FALSE,282.760152251494,18549.065987698,18549.065987698
1995,16,TRUE,258.228449544743,15287.1242130488,15287.1242130488
1998,20,TRUE,239.997521006884,14399.8512604131,14399.8512604131
1993,14,FALSE,395.864213152091,13855.2474603232,13855.2474603232
1998,24,TRUE,335.996529409638,10079.8958822891,10079.8958822891
2000,22,TRUE,368.584959742185,15480.5683091718,15480.5683091718
1993,7,TRUE,367.588197926942,10248.9244785076,10248.9244785076
1995,9,TRUE,516.456899089487,12188.3828185119,11671.9259194224
1998,10,TRUE,359.996281510327,7967.91769742856,10367.8929074974
2000,19,TRUE,368.584959742185,21193.6351851756,16125.5919887206
2002,20,TRUE,339.28,25785.28,17303.28
1993,-2,FALSE,452.41624360239,17078.7131959902,17078.7131959902
1995,1,TRUE,258.228449544743,22414.2294204837,13634.4621359624
1998,18,TRUE,239.997521006884,8639.91075624784,8639.91075624784
1995,-18,FALSE,413.165519271589,11310.4060900598,11310.4060900598
1993,-27,FALSE,282.760152251494,12045.5824859136,9500.74111565019
1995,-25,FALSE,258.228449544743,9399.51556342866,8366.60176524968
1998,-27,FALSE,263.997273107573,12767.8681175663,11807.8780335387
2000,-18,FALSE,276.438719806639,34969.4980555398,14927.6908695585
2002,-23,FALSE,339.28,15437.24,13740.84
1993,1,TRUE,565.520304502988,21235.2211824957,21235.2211824957
1995,3,TRUE,413.165519271589,18592.4483672215,18592.4483672215
1993,-28,FALSE,395.864213152091,18322.8578658968,18322.8578658968
1995,-26,FALSE,258.228449544743,15853.23897997,18435.5234754174
1993,3,FALSE,339.312182701793,12215.2385772645,12215.2385772645
1995,5,FALSE,361.519829362641,17352.9518094067,17352.9518094067
1993,-30,FALSE,452.41624360239,18549.065987698,18322.8578658968
1995,-28,FALSE,1032.91379817897,30987.4139453692,30987.4139453692
1998,-18,FALSE,575.994050416523,25919.7322687435,25919.7322687435
2000,-16,FALSE,460.731199677731,17692.0780676249,17692.0780676249
1993,-27,FALSE,452.41624360239,9500.74111565019,9500.74111565019
1995,-25,FALSE,361.519829362641,11413.6974698777,11413.6974698777
1998,-19,FALSE,287.997025208261,8063.91670583132,8063.91670583132
2000,-18,FALSE,230.365599838865,7555.99167471479,7187.4067149726
1993,13,FALSE,452.41624360239,15834.5685260837,11875.9263945627
1995,15,FALSE,619.748278907384,22269.6214887387,14006.3111033069
2000,12,FALSE,691.096799516596,18521.3942270448,18521.3942270448
2002,20,FALSE,508.92,24767.44,16285.44
2004,-4,TRUE,649.28,14852.28,14852.28
1993,15,FALSE,622.072334953287,19001.4822313004,19001.4822313004
1995,2,TRUE,516.456899089487,14873.9586937772,14873.9586937772
1993,-30,FALSE,395.864213152091,19053.5118593591,18714.1996766573
1993,19,FALSE,339.312182701793,9840.05329835199,9840.05329835199
1995,22,TRUE,361.519829362641,10535.7207414255,10535.7207414255
1998,25,TRUE,383.996033611015,10367.8929074974,10367.8929074974
2000,26,TRUE,276.438719806639,7253.7520077262,7253.7520077262
2002,29,TRUE,254.46,6259.716,6259.716
2004,30,TRUE,405.8,12174,12174
1993,-10,FALSE,395.864213152091,23978.0609109267,11536.614211861
1995,-8,FALSE,774.68534863423,21819.78688289,19753.959286532
1998,-3,FALSE,479.995042013769,14735.8477898227,14735.8477898227
1993,30,TRUE,565.520304502988,16230.4327392358,16230.4327392358
1995,32,TRUE,413.165519271589,33053.2415417271,33053.2415417271
1998,35,TRUE,383.996033611015,17471.8195293012,12671.8691091635
1998,6,TRUE,383.996033611015,9791.89885708088,9791.89885708088
1995,27,TRUE,516.456899089487,15132.187143322,15132.187143322
1995,-6,FALSE,516.456899089487,8273.63952341358,8273.63952341358
2002,1,TRUE,424.1,9160.56,9160.56
2004,3,TRUE,324.64,10907.904,10907.904
1993,-29,FALSE,452.41624360239,8482.80456754482,8482.80456754482
1995,-27,FALSE,516.456899089487,8676.47590470337,8676.47590470337
1998,-24,FALSE,479.995042013769,7823.91918482443,7823.91918482443
2002,-16,FALSE,339.28,11365.88,11365.88
2004,-14,FALSE,486.96,15704.46,15704.46
1993,-27,FALSE,339.312182701793,11536.614211861,11536.614211861
1995,-25,FALSE,516.456899089487,12394.9655781477,12394.9655781477
1998,-23,FALSE,431.995537812392,10367.8929074974,10367.8929074974
2000,-21,FALSE,460.731199677731,10504.6713526523,10504.6713526523
1993,-6,FALSE,565.520304502988,6562.04163656016,6562.04163656016
1993,16,FALSE,339.312182701793,17350.1629421517,16965.6091350896
1995,18,TRUE,413.165519271589,15390.4155928667,15390.4155928667
1998,21,TRUE,335.996529409638,15778.8034674961,15778.8034674961
1993,10,TRUE,339.312182701793,27088.4225856931,27088.4225856931
1995,12,TRUE,206.582759635795,17120.5462048165,16423.3293910457
1993,-3,FALSE,848.280456754482,80756.2994830266,66335.5317182005
1995,-1,FALSE,361.519829362641,26339.3018535638,26339.3018535638
1998,1,FALSE,335.996529409638,57741.7347012962,38541.9330207455
2000,10,FALSE,691.096799516596,22898.3406239832,22898.3406239832
1993,19,TRUE,735.176395853884,26183.5900984883,26183.5900984883
1995,21,TRUE,697.216813770807,32123.6191233661,23860.3087379343
1993,21,TRUE,339.312182701793,18662.1700485986,18662.1700485986
1995,25,TRUE,309.874139453692,12394.9655781477,12394.9655781477
1993,-7,FALSE,226.208121801195,12826.0005061278,12826.0005061278
1995,-5,FALSE,413.165519271589,9915.97246251814,9915.97246251814
1993,25,TRUE,452.41624360239,18379.4098963471,16682.8489828381
1995,27,TRUE,413.165519271589,20141.81906449,20141.81906449
1998,30,TRUE,239.997521006884,14255.8527478089,13871.8567141979
2000,32,TRUE,460.731199677731,14374.8134299452,14374.8134299452
2002,34,TRUE,508.92,20399.21,15310.01
2004,36,TRUE,324.64,21750.88,18504.48
1993,1,FALSE,339.312182701793,16286.984769686,16286.984769686
1995,3,FALSE,258.228449544743,16759.0263754538,14951.4272286406
1993,-7,FALSE,706.900380628735,20641.4911143591,18662.1700485986
1995,-5,FALSE,413.165519271589,10721.6452250977,10411.771085644
1993,-23,FALSE,339.312182701793,12215.2385772645,12215.2385772645
1995,-21,FALSE,464.811209180538,17352.9518094067,17352.9518094067
1998,-18,FALSE,479.995042013769,17903.8150671136,17279.8215124957
2000,-16,FALSE,322.511839774412,10504.6713526523,10504.6713526523
2002,-14,FALSE,593.74,18321.12,18321.12
2004,-15,FALSE,324.64,16434.9,16069.68
1993,3,TRUE,339.312182701793,27144.9746161434,27144.9746161434
1995,4,TRUE,413.165519271589,30935.7682554602,29747.9173875544
1993,-2,FALSE,452.41624360239,23751.8527891255,23751.8527891255
1995,15,FALSE,516.456899089487,21071.4414828511,21071.4414828511
1993,15,TRUE,508.968274052689,12654.8846029948,12654.8846029948
1995,17,TRUE,464.811209180538,14564.0845543235,14564.0845543235
1993,8,TRUE,282.760152251494,24882.8933981315,24882.8933981315
1995,10,TRUE,516.456899089487,24583.3483966596,24583.3483966596
1998,12,TRUE,239.997521006884,22079.7719326334,22079.7719326334
2000,27,TRUE,230.365599838865,18429.2479871092,18429.2479871092
2002,16,TRUE,424.1,32570.88,32570.88
2004,19,TRUE,568.12,20614.64,20614.64
1993,3,FALSE,565.520304502988,25109.1015199327,25109.1015199327
1995,5,FALSE,619.748278907384,18902.3225066752,17352.9518094067
1998,9,TRUE,719.992563020653,20447.7887897866,20159.7917645783
2000,11,TRUE,552.877439613277,16724.5425483016,16033.445748785
1993,21,TRUE,452.41624360239,17870.4416222944,17644.2335004932
1995,23,TRUE,774.68534863423,22930.6863195732,22930.6863195732
1998,26,TRUE,287.997025208261,19007.8036637452,19007.8036637452
1993,-2,FALSE,452.41624360239,24543.5812154297,24543.5812154297
1998,6,TRUE,719.992563020653,30479.6851678743,24719.7446637091
1993,14,TRUE,169.656091350896,3922.44883203272,3922.44883203272
1995,15,TRUE,309.874139453692,8050.53014300692,8050.53014300692
1993,18,TRUE,395.864213152091,19747.9690332443,19680.106596704
1995,20,TRUE,619.748278907384,23550.4345984806,23550.4345984806
1998,8,TRUE,719.992563020653,36239.6256720395,25919.7322687435
2000,11,TRUE,460.731199677731,19350.7103864647,19350.7103864647
2002,28,TRUE,424.1,20356.8,20356.8
2004,15,TRUE,568.12,21426.24,21426.24
1993,-21,FALSE,565.520304502988,30085.680199559,24430.4771545291
1995,-19,FALSE,774.68534863423,30935.7682554602,26029.4277141101
1993,18,TRUE,226.208121801195,29718.092001632,29520.159895056
1995,20,TRUE,516.456899089487,25977.7820242012,25977.7820242012
1998,21,TRUE,479.995042013769,14687.8482856213,14687.8482856213
2000,23,TRUE,184.292479871092,12209.3767914599,12209.3767914599
2002,25,TRUE,127.23,23325.5,23325.5
1995,2,TRUE,413.165519271589,20451.6932039437,20451.6932039437
1998,3,TRUE,479.995042013769,19583.7977141618,19583.7977141618
2000,2,TRUE,276.438719806639,13821.9359903319,13821.9359903319
2002,1,TRUE,551.33,16794.36,16794.36
2004,32,TRUE,608.7,13634.88,13634.88
1993,-15,FALSE,735.176395853884,17644.2335004932,17644.2335004932
1995,-13,FALSE,774.68534863423,17352.9518094067,17352.9518094067
1998,-10,FALSE,575.994050416523,16703.8274620792,16703.8274620792
1993,8,FALSE,848.280456754482,30651.2005040619,30651.2005040619
1995,10,FALSE,1291.14224772372,27888.6725508323,27888.6725508323
1998,10,FALSE,479.995042013769,24767.7441679105,19007.8036637452
2000,15,FALSE,368.584959742185,22483.6825442733,22115.0975845311
2002,17,TRUE,593.74,35921.27,35624.4
2004,17,TRUE,649.28,19478.4,19478.4
1993,-10,FALSE,339.312182701793,7668.45532906051,7668.45532906051
1995,-8,FALSE,206.582759635795,9915.97246251814,9915.97246251814
1998,-2,FALSE,191.998016805508,10020.8850234563,10020.8850234563
2000,1,FALSE,184.292479871092,12439.7423912987,12439.7423912987
2002,3,TRUE,169.64,7633.8,7633.8
1993,5,FALSE,735.176395853884,21715.9796929147,21715.9796929147
1995,7,FALSE,516.456899089487,24789.9311562954,24789.9311562954
1998,12,FALSE,479.995042013769,28991.7005376316,21791.7749074251
2000,14,FALSE,552.877439613277,33172.6463767966,33172.6463767966
2002,10,FALSE,339.28,30535.2,30535.2
2004,15,TRUE,568.12,19478.4,19478.4
1993,-14,TRUE,226.208121801195,7654.88284175244,7315.57065905065
1993,9,FALSE,848.280456754482,16694.1593889282,16694.1593889282
1995,11,FALSE,671.393968816332,27888.6725508323,27888.6725508323
1998,-4,FALSE,719.992563020653,23039.7620166609,23039.7620166609
1993,4,TRUE,848.280456754482,23054.4916764742,23054.4916764742
1995,5,TRUE,568.102588998435,30367.6656664618,22620.8121801195
1993,-20,FALSE,452.41624360239,24628.4092611051,24317.3730936285
1995,-18,FALSE,826.331038543178,19909.4134598997,19625.3621654005
1998,-16,FALSE,959.990084027537,27071.7203695766,27071.7203695766
2000,-15,FALSE,506.804319645504,21792.5857447567,21792.5857447567
2002,-12,FALSE,424.1,30535.2,27142.4
2004,-10,FALSE,649.28,26620.48,24997.28
1993,-32,FALSE,169.656091350896,10179.3654810538,10179.3654810538
1995,-30,FALSE,361.519829362641,16733.2035304994,16733.2035304994
1993,-24,FALSE,169.656091350896,15806.2925108585,15608.3604042825
1995,-22,FALSE,309.874139453692,26752.4673728354,17972.7000883141
1998,-19,FALSE,287.997025208261,16319.8314284681,16127.8334116626
2000,-17,FALSE,368.584959742185,27183.1407809861,24879.4847825975
2002,-15,FALSE,424.1,26548.66,18745.22
2004,-13,FALSE,405.8,26539.32,24510.32
1995,-33,FALSE,464.811209180538,13995.9819653251,13995.9819653251
1998,-30,FALSE,383.996033611015,11663.8795209346,11663.8795209346
2000,-28,FALSE,345.548399758298,12739.2176710893,12739.2176710893
2002,-26,FALSE,339.28,16285.44,16285.44
2004,-24,FALSE,527.54,18179.84,17530.56
1993,14,TRUE,282.760152251494,22620.8121801195,20189.0748707567
1995,16,TRUE,516.456899089487,18540.8026773126,14925.6043836862
1998,15,TRUE,527.994546215146,13823.8572099965,13823.8572099965
2000,-31,FALSE,322.511839774412,15065.9102294618,14374.8134299452
2002,-28,FALSE,339.28,20865.72,20356.8
1993,-30,FALSE,282.760152251494,17983.545683195,14590.4238561771
1995,-28,FALSE,232.405604590269,14719.0216240504,10845.5948808792
1998,-25,FALSE,383.996033611015,17279.8215124957,14399.8512604131
1993,5,FALSE,339.312182701793,10518.6776637556,10518.6776637556
1995,7,FALSE,309.874139453692,11775.2172992403,11775.2172992403
1998,12,TRUE,239.997521006884,9215.90480666436,9215.90480666436
2000,11,TRUE,322.511839774412,12716.1811111054,9951.79391303899
2002,14,TRUE,339.28,15488.132,12010.512
2004,15,TRUE,340.872,15907.36,12660.96
1993,15,FALSE,282.760152251494,27406.553890747,25144.472672735
1995,18,TRUE,413.165519271589,15080.541453413,15080.541453413
1998,21,TRUE,959.990084027537,21695.7758990223,17855.8155629122
