grade,sex,age,mob,bulgnationality,langbulg,mumage,mumedu,mumprof,dadage,dadedu,dadprof,material,withbothpar,withmum,withdad,withneither,oldsiblings,youngsiblings,schoolmaths,schoolrakdelsve,schoolvazov,schoolfinance,schoolvarna,schoolspanish,schooltechuni,schoolvidin,schooluni,citysofia,cityvarna,cityvidin,treatment,drinkcoffee,cupsest,devi_cupsest,impworldecon,impincome,awarewaste,awarepesticide,awaredeforestation,awarewastewater,awarebiodiversityloss,awareunfairworking,reusepurposeful,reusesoil,choiceprice,choicetastepleasure,choiceenvironsocial
14,0,19,5,1,1,48,3,2,49,3,2,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1000,500,4,5,2,3,3,3,3,3,3,3,6,6,6
13,1,19,8,1,1,42,3,2,45,3,7,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,20000,19500,4,5,1,2,1,3,3,5,1,2,3,4,1
17,0,22,1,1,1,45,2,4,47,2,4,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,365,135,4,5,3,1,2,2,2,4,3,2,4,4,4
14,0,20,8,1,1,42,2,1,45,3,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,500,0,4,3,2,1,2,2,1,2,2,2,5,5,4
14,1,20,4,1,1,52,2,7,55,3,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,100,400,4,4,1,1,1,2,2,3,2,3,3,5,2
14,0,20,2,1,1,58,3,7,60,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,900,400,2,4,2,3,3,3,1,4,3,3,4,5,3
14,0,20,4,1,1,41,3,7,43,3,7,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,408,92,3,4,1,3,4,1,2,4,3,2,3,5,2
14,0,20,1,1,1,45,2,7,50,3,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,500,0,5,4,2,2,2,2,4,4,2,2,2,4,1
12,0,17,3,1,1,39,3,7,42,3,4,3,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1460,960,4,3,1,3,1,1,1,4,2,3,6,6,6
15,0,21,7,1,1,53,2,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,500,0,2,3,2,3,4,3,3,4,1,2,6,6,6
13,1,19,9,1,1,49,3,4,55,3,7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,730,230,3,4,2,2,1,1,3,4,3,2,4,4,4
15,1,21,5,1,1,45,3,7,48,2,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,700,200,4,4,3,2,3,2,3,3,3,3,6,6,6
16,1,22,,1,1,47,3,4,51,3,3,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,500,0,4,5,1,3,3,2,3,4,3,3,6,6,6
13,0,19,1,1,1,49,3,2,50,3,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,500,0,5,4,4,5,4,3,5,5,3,3,3,5,4
12,0,18,9,1,1,40,2,3,50,3,4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,365,135,5,5,2,3,1,1,1,4,3,3,4,5,1
14,1,19,1,1,1,50,3,4,55,2,7,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,500,0,2,3,2,4,4,3,4,4,3,3,4,4,4
14,1,19,4,1,1,41,3,7,47,3,,4,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,400,2,2,1,2,2,1,2,3,3,3,6,6,6
15,0,22,11,1,1,54,3,4,59,3,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,4,500,0,5,5,4,5,5,5,5,5,3,3,3,5,3
11,1,17,5,1,1,42,3,7,46,3,7,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,500,0,4,4,1,1,1,2,2,4,2,2,4,5,2
14,1,20,3,1,1,42,2,7,43,3,4,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,4,178,322,4,5,4,5,3,1,4,5,3,3,2,5,2
16,1,22,9,1,1,,,,50,3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,200,300,4,5,4,3,5,5,4,2,2,2,3,5,2
16,0,22,8,1,1,49,3,7,49,3,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,500,0,4,3,3,3,4,3,4,4,2,2,4,5,2
14,1,20,1,1,1,47,3,7,50,3,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,120,380,4,5,1,1,2,1,1,3,2,2,3,3,3
14,0,20,9,1,1,48,3,2,49,3,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,500,0,5,5,2,2,2,1,3,3,3,3,4,5,2
14,1,20,5,1,1,60,3,7,60,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,650,150,4,4,2,2,3,3,1,3,2,2,3,4,2
14,0,20,6,1,1,42,2,7,45,3,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,500,0,3,5,1,3,3,3,3,3,3,1,5,2,2
14,0,19,12,1,1,63,3,7,,,,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1000,500,5,5,1,3,4,4,4,4,3,3,2,4,4
14,0,19,6,1,1,48,3,3,49,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,500,0,4,5,4,3,3,4,4,5,2,3,3,5,3
13,0,18,1,1,1,50,3,5,52,3,7,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,700,200,4,2,1,1,1,1,3,4,3,3,3,5,4
15,0,21,3,1,1,43,3,2,49,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,500,0,5,4,5,4,3,3,4,4,2,2,2,5,5
16,0,22,2,1,1,50,3,2,54,2,7,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5,1000,500,3,5,3,2,5,3,3,2,3,3,4,4,4
10,0,16,8,1,0,43,,5,46,,3,5,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,,,4,5,4,1,1,2,3,1,1,1,6,6,6
9,0,15,6,1,1,32,,4,38,,7,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1000,500,4,2,1,1,1,1,2,3,2,2,2,3,3
10,1,16,9,1,1,40,2,5,44,3,7,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,200,300,4,1,1,1,1,2,1,2,2,1,4,5,4
9,1,15,11,1,1,,2,3,,2,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,400,100,5,,3,3,1,3,4,3,,,,5,5
12,0,16,12,0,1,36,1,5,55,1,7,4,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,,,4,3,1,1,1,2,1,3,2,1,6,6,6
12,0,18,6,1,1,37,2,5,36,2,4,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5,1095,595,,,1,1,1,3,3,2,2,3,1,5,1
11,0,17,3,1,1,50,,2,53,3,7,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,1460,960,2,1,3,3,4,2,2,5,1,3,1,5,1
12,0,18,1,1,1,,,,45,3,2,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1500,1000,5,5,4,2,3,3,4,4,2,,3,5,4
12,1,18,10,1,1,43,3,4,50,3,4,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,365,135,3,3,2,2,3,2,1,2,2,3,4,5,4
12,0,18,2,1,1,48,3,2,49,3,4,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,2000,1500,4,5,2,1,1,1,3,3,2,3,4,5,5
12,1,18,2,1,1,40,2,7,46,2,7,3,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,1,364,136,5,5,1,3,1,3,1,1,3,1,6,6,6
12,0,18,1,1,1,46,3,2,46,3,4,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,1080,580,5,5,2,1,1,1,1,3,1,2,1,5,4
12,1,18,7,1,1,48,3,1,48,3,7,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,500,0,5,4,1,1,1,2,3,4,2,2,4,5,2
12,0,17,4,1,1,44,3,4,50,3,7,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,850,350,4,4,2,2,2,2,2,3,2,2,2,4,4
12,0,18,10,1,1,42,3,2,41,3,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,,,4,4,3,3,3,3,3,,2,1,6,6,6
12,0,18,7,1,1,50,3,,52,3,,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,60,440,4,4,3,3,4,4,4,4,3,3,4,4,4
12,1,17,12,1,1,39,3,2,37,2,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,,,5,5,2,3,5,5,2,4,2,3,6,6,6
12,0,18,7,1,1,43,3,7,54,3,7,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,480,20,5,4,2,3,2,3,2,2,2,2,2,4,3
12,0,17,2,1,0,45,3,4,43,3,4,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,5,500,0,,4,2,2,2,2,1,3,2,2,4,5,4
12,0,17,12,1,1,52,,4,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,,,4,,3,4,5,4,4,5,3,3,3,5,4
12,0,18,11,1,1,40,3,7,45,3,2,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,5,,,5,4,1,1,1,1,1,1,1,2,2,5,1
12,0,18,12,1,1,50,2,4,51,2,4,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2000,1500,5,5,1,2,1,1,2,2,1,1,1,1,1
12,1,17,7,1,1,48,3,7,49,3,4,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,300,200,4,5,3,2,4,5,5,4,2,2,6,6,6
12,0,18,4,1,1,39,3,2,44,2,2,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,400,100,5,5,3,2,3,3,4,3,3,2,3,5,2
12,0,18,5,1,1,41,2,4,43,2,4,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,5,,,5,4,3,3,3,3,3,3,1,2,3,5,5
12,1,18,1,1,1,43,3,1,45,2,3,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,,,5,4,1,1,1,1,1,1,2,2,6,6,6
12,1,18,6,1,1,44,3,4,43,3,4,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,5,500,0,5,4,1,2,3,4,5,4,2,2,1,5,3
12,0,18,7,1,1,52,2,4,46,3,4,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,2000,1500,5,5,1,1,1,1,1,4,3,2,2,4,3
12,1,18,8,1,1,53,3,3,53,3,2,4,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,4,500,0,5,4,4,4,3,3,2,2,3,3,4,4,3
12,0,18,8,1,1,39,2,,45,3,7,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,650,150,3,4,2,1,1,4,2,2,3,3,4,5,3
12,0,18,1,1,1,46,2,2,52,2,3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,500,0,4,5,3,3,2,2,2,4,1,1,4,5,5
12,1,17,12,1,1,42,3,4,49,3,4,4,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,642,142,5,5,1,2,1,1,1,1,2,2,4,5,2
12,0,17,7,1,1,38,2,4,43,3,4,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,500,0,5,5,2,2,2,2,2,3,3,3,3,5,3
12,1,18,7,1,1,38,2,2,48,3,7,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,350,150,4,4,3,3,1,2,2,2,3,2,3,5,3
12,0,18,7,1,1,43,2,7,42,2,3,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,4,500,0,4,5,2,2,3,3,3,2,3,3,4,5,4
12,1,18,4,1,1,45,2,2,50,3,2,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,550,50,5,4,2,1,4,2,2,2,2,1,3,5,4
12,1,18,2,1,1,42,2,3,46,2,7,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,3,500,0,4,4,2,3,3,4,2,4,2,2,5,4,3
12,0,18,7,1,1,45,3,2,45,3,3,4,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,0,1,,,5,5,2,2,2,3,2,4,3,2,6,6,6
12,1,18,1,1,1,50,2,5,53,2,3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,500,0,5,4,1,2,2,2,2,2,2,2,6,6,6
12,0,18,4,1,1,40,2,3,41,2,4,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,365,135,4,3,2,1,1,1,1,2,2,2,3,5,4
12,0,18,7,1,1,42,2,2,40,2,3,4,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,4,500,0,5,5,3,3,3,3,3,3,3,3,3,5,5
12,1,18,4,1,1,44,2,3,44,2,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,800,300,4,4,2,1,3,3,3,3,2,3,3,5,2
12,,18,1,1,1,40,2,1,47,2,4,5,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,4,3,497,4,4,3,3,4,4,3,5,2,2,2,5,2
12,0,18,7,1,1,38,3,2,38,3,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,,,4,5,1,3,2,3,4,4,3,3,6,6,6
12,0,18,10,1,1,41,2,2,45,2,7,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,500,0,4,3,1,3,3,3,3,1,3,3,4,5,6
12,0,17,2,1,1,40,3,7,41,3,1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,,,5,5,3,1,1,3,1,3,2,3,3,5,4
12,0,18,11,1,1,44,2,4,48,2,4,5,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,4,700,200,4,4,1,1,,5,5,5,3,3,5,5,4
12,0,18,12,1,1,42,3,2,42,3,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,,,5,5,1,1,1,1,1,1,2,2,4,5,4
12,1,18,4,1,1,50,3,3,50,3,7,4,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,1,400,100,4,4,3,2,1,4,3,4,2,2,6,6,6
12,0,18,5,1,1,,,,49,3,7,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,300,200,4,4,3,1,2,3,2,4,2,3,3,5,4
12,0,18,11,1,1,45,3,7,46,3,7,4,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,5,501,1,5,3,2,4,1,3,1,4,3,3,4,5,4
12,1,18,12,1,1,41,3,2,47,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1100,600,3,4,2,3,4,4,4,2,2,3,3,5,3
12,1,18,3,1,1,50,3,7,45,3,4,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,500,0,3,4,3,2,2,3,1,3,2,2,4,5,3
12,1,18,9,1,1,50,3,7,55,3,4,4,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,400,100,5,5,2,3,3,3,4,5,3,3,4,5,4
12,0,18,10,1,1,39,2,7,46,2,3,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,4,500,0,3,3,3,3,3,3,3,4,2,2,2,5,3
12,0,18,10,1,1,45,2,7,41,2,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,500,0,4,5,3,3,4,4,4,5,3,2,3,5,5
12,1,18,7,1,1,43,2,2,47,3,1,4,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,1,700,200,4,4,1,1,1,1,1,1,2,2,5,4,1
12,1,18,10,1,1,43,2,7,51,3,7,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,500,0,4,5,1,2,4,1,1,3,3,3,6,6,6
12,1,18,6,1,1,47,2,4,47,2,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,300,200,5,5,1,2,1,1,1,3,3,3,3,5,2
12,1,18,1,1,1,53,3,2,56,2,6,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,683,183,5,5,2,2,2,2,2,2,2,2,3,5,2
12,0,18,11,1,1,46,2,2,47,2,4,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,600,100,3,5,1,1,2,2,2,4,3,3,6,6,6
12,0,18,9,1,1,46,3,4,44,2,4,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,400,100,4,4,4,5,5,5,4,4,3,3,3,4,5
12,1,18,7,1,1,44,,3,44,,3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,300,200,4,5,1,2,1,1,1,3,2,3,3,5,2
12,0,17,2,1,1,38,,4,39,,4,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,750,250,4,5,3,3,3,3,3,3,3,3,4,5,5
12,0,18,4,1,1,45,3,2,48,3,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,300,200,5,5,1,2,2,3,2,4,3,3,3,5,4
12,0,18,9,1,1,39,2,2,43,2,2,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,500,0,5,4,4,4,4,3,4,5,2,2,6,6,6
12,1,17,3,1,1,,3,2,,2,,4,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,4,500,0,4,5,3,4,2,2,2,4,3,3,3,5,2
12,1,19,3,1,1,,3,1,,3,1,,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,5,327,173,,4,2,2,3,2,2,4,2,2,4,5,2
12,1,18,3,1,1,53,3,7,46,3,1,5,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,4,400,100,4,4,2,3,2,2,2,2,2,3,2,4,2
12,0,18,4,1,1,46,3,1,49,3,1,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,600,100,4,5,3,3,3,3,3,4,2,3,2,5,1
12,0,18,5,1,1,53,3,4,53,3,7,4,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,,,5,5,1,1,1,1,1,1,1,2,6,6,6
12,1,18,11,1,1,43,2,2,43,2,2,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,365,135,4,4,1,1,1,1,1,1,3,3,4,5,1
12,0,18,4,1,1,43,3,4,43,3,4,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,5,500,0,5,4,4,,2,2,3,1,3,3,1,5,3
12,1,18,3,1,1,49,3,7,50,3,4,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,500,0,5,2,1,1,1,1,1,1,3,2,1,1,1
12,0,18,1,1,1,48,2,5,50,3,3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,500,0,5,5,4,3,3,3,1,2,3,3,2,5,1
12,0,18,11,1,1,42,3,2,43,3,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,300,200,4,4,2,2,3,3,2,3,2,2,2,5,3
12,1,18,9,1,1,42,3,2,41,2,,2,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,1,300,200,5,5,,,,,,,2,1,3,3,3
12,0,18,8,1,1,42,3,4,43,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,300,200,4,5,2,3,4,3,2,1,3,3,3,5,4
12,1,18,4,1,1,48,3,7,52,3,4,5,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,4,600,100,4,4,3,2,3,3,3,3,2,1,4,5,3
12,0,18,6,1,1,43,2,3,45,2,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,300,200,,5,1,1,1,1,1,2,2,3,4,5,5
12,0,18,12,1,1,43,3,4,46,3,4,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,4,500,0,4,4,,,,,4,2,3,3,3,5,4
12,0,18,9,1,1,51,3,5,53,3,4,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,4790,4290,5,4,4,3,4,2,2,4,3,3,3,5,3
12,0,18,4,1,1,44,2,2,44,3,4,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,500,0,4,4,3,1,1,2,3,1,2,3,4,5,3
12,1,18,10,1,1,42,3,4,50,3,4,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,,,4,5,4,2,3,4,4,2,3,2,4,5,4
12,1,18,3,1,1,47,3,7,47,,7,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,200,300,4,4,,,,,,,3,2,,,
12,1,19,8,1,1,45,3,3,48,2,3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,,,3,5,5,3,4,4,4,5,2,,6,6,6
12,1,18,10,1,1,39,3,1,43,2,3,4,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,2,365,135,4,3,2,2,2,2,2,2,2,2,2,5,1
12,0,18,9,1,1,40,,4,40,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,800,300,5,5,2,3,4,5,4,5,2,2,4,5,4
12,1,18,11,1,1,44,2,3,40,2,6,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,800,300,4,3,1,5,2,1,1,1,2,1,5,2,1
12,0,18,8,1,1,40,3,4,,,,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,800,300,4,5,3,4,3,3,3,3,3,3,1,5,1
12,1,18,5,1,1,50,3,2,50,3,4,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,4,,,4,5,3,4,5,5,5,2,3,2,1,5,4
12,0,18,4,1,1,46,3,7,46,3,4,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,712,212,4,5,2,2,3,2,2,3,2,2,3,4,2
12,1,17,4,1,1,41,2,7,47,2,7,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,400,100,4,5,5,1,3,4,2,1,2,2,6,6,6
12,0,18,3,1,1,38,2,2,,,,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,500,0,5,5,1,4,3,3,3,4,3,3,6,6,6
12,1,18,2,1,1,61,3,7,,,,3,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,1,200,300,3,5,,,,,,,2,2,6,6,6
12,0,18,7,1,1,47,2,2,54,2,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,500,0,4,4,2,1,4,4,4,4,3,2,3,5,5
10,0,16,1,1,1,39,2,4,43,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,4,500,0,4,4,1,,2,2,1,3,2,1,4,4,3
10,0,16,12,1,1,44,2,5,43,2,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,,,4,4,2,1,1,3,3,3,2,2,4,5,4
10,1,16,7,1,1,43,,7,,,7,,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,3,500,0,3,4,3,1,1,2,1,1,3,2,3,4,3
10,0,15,6,1,1,45,2,7,48,2,7,4,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,1,0,5,400,100,4,4,2,,4,1,1,4,1,1,4,4,2
10,0,16,7,1,1,40,2,7,41,2,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,500,0,4,4,2,1,1,1,3,2,2,2,3,5,2
10,1,16,4,0,0,47,3,4,47,2,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,365,135,,3,3,5,1,5,5,5,3,3,5,5,5
10,0,16,1,1,1,47,1,5,51,2,7,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,500,0,3,4,1,1,1,1,1,1,3,2,3,5,1
10,0,15,6,1,1,44,3,2,44,2,7,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,400,100,4,4,2,3,4,1,1,4,3,2,4,4,2
10,1,16,9,1,1,40,2,7,44,2,7,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,500,0,,4,2,2,2,3,1,4,3,2,4,5,4
10,1,16,8,1,1,38,3,1,39,2,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,,3,4,3,2,3,3,2,2,3,2,4,,
10,0,16,9,1,1,36,2,,39,2,,4,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,1,1,5,,,5,5,3,3,1,4,2,2,2,3,3,5,4
10,0,16,12,1,1,35,2,7,42,2,7,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5,,,5,3,1,1,1,2,1,3,1,1,4,4,3
12,1,18,3,1,1,41,3,7,46,3,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,500,0,5,4,4,4,5,5,4,4,3,3,6,6,6
10,1,16,10,1,1,50,,1,45,3,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,,2,4,3,4,2,1,2,3,2,1,4,4,4
10,0,15,8,1,1,,,,,,,,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,500,0,4,4,2,1,2,2,2,1,3,3,2,4,4
10,0,15,11,1,1,,,,45,2,,4,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,360,140,,2,3,3,4,4,4,4,2,2,2,5,2
10,0,16,11,1,1,,,,,,,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,500,0,4,4,2,1,3,3,2,2,3,2,3,5,4
